supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Ciprofloxacin,HealthPro Distributors UAE,3641,Emirates Hospital Dubai,29,3,199
Paracetamol,Paramount Medical Equipment Trading LLC,3004,NMC Royal Hospital Dubai,23,2,342
Lisinopril,Global Med UAE,4725,Saudi German Hospital Dubai,30,3,439
Hydrochlorothiazide,Planet Distribution,1399,Dubai Hospital,43,4,873
Wheelchair,Al Naghi Medical,1209,Emirates Hospital Dubai,16,3,547
Wheelchair,Paramount Medical Equipment Trading LLC,4396,Saudi German Hospital Dubai,30,3,817
Paracetamol,Gulf Drug,2004,American Hospital Dubai,19,1,143
Insulin Pen,AKI Pharma,4212,American Hospital Dubai,17,3,846
Simvastatin,HealthPro Distributors UAE,4007,Dubai Hospital,31,4,524
Ibuprofen,Paramount Medical Equipment Trading LLC,4978,Dubai Hospital,47,3,243
Losartan,Global Med UAE,3163,Emirates Hospital Dubai,28,3,116
Disposable Gloves,HealthPro Distributors UAE,4741,Mediclinic City Hospital Dubai,11,4,208
Oxygen Cylinder,Al Naghi Medical,1658,Dubai Hospital,35,2,567
Simvastatin,Babirus LLC,3316,American Hospital Dubai,13,3,122
Surgical Masks,City Pharmacy Co.,4420,NMC Royal Hospital Dubai,22,2,762
Prednisolone,Paramount Medical Equipment Trading LLC,938,Saudi German Hospital Dubai,14,3,254
Surgical Scissors,Babirus LLC,2684,American Hospital Dubai,36,2,480
Losartan,Al Maqam Medical Supplies LLC,208,American Hospital Dubai,10,2,911
Fluconazole,Babirus LLC,3367,Mediclinic City Hospital Dubai,32,2,871
Scalpel,Paramount Medical Equipment Trading LLC,3739,Emirates Hospital Dubai,47,1,196
Losartan,Paramount Medical Equipment Trading LLC,1006,Emirates Hospital Dubai,50,1,219
Wheelchair,City Pharmacy Co.,2853,Thumbay Hospital Dubai,31,1,181
Hydrochlorothiazide,Pharma Solutions,1817,Mediclinic City Hospital Dubai,38,3,928
Hand Sanitizer,Global Med UAE,1440,NMC Royal Hospital Dubai,15,3,935
Blood Pressure Monitor,Al Zahrawi Medical,1552,Emirates Hospital Dubai,49,3,365
Atorvastatin,Gulf Drug,4601,Saudi German Hospital Dubai,35,1,477
Ventilator,AKI Pharma,136,Dubai Hospital,21,2,879
ECG Machine,Metromed,4727,Mediclinic City Hospital Dubai,50,3,201
Defibrillator,Al Zahrawi Medical,4070,Dubai Hospital,18,2,598
Lisinopril,HealthPro Distributors UAE,778,American Hospital Dubai,35,3,866
Aspirin,Al Maqam Medical Supplies LLC,460,Saudi German Hospital Dubai,11,3,505
Paracetamol,Global Med UAE,1442,Saudi German Hospital Dubai,15,2,546
Atorvastatin,Pharma Solutions,3018,American Hospital Dubai,21,1,601
Metronidazole,City Pharmacy Co.,2545,Mediclinic City Hospital Dubai,43,2,300
Azithromycin,MPC Healthcare,4518,American Hospital Dubai,48,4,474
Fluconazole,Al Zahrawi Medical,3208,Dubai Hospital,18,1,105
Metformin,MPC Healthcare,2948,Thumbay Hospital Dubai,17,3,136
Levothyroxine,Global Med UAE,4452,Saudi German Hospital Dubai,47,3,475
Amoxicillin,MPC Healthcare,3785,Al Zahra Hospital Dubai,15,4,783
Amoxicillin,Al Naghi Medical,2192,Al Zahra Hospital Dubai,32,3,813
Oxygen Cylinder,Metromed,1497,Dubai Hospital,33,1,506
Hydrochlorothiazide,Global Med UAE,4752,NMC Royal Hospital Dubai,16,3,707
Blood Pressure Monitor,Pharma Solutions,1404,Emirates Hospital Dubai,27,3,482
Blood Pressure Monitor,City Pharmacy Co.,448,American Hospital Dubai,32,3,189
Prednisolone,MPC Healthcare,1636,American Hospital Dubai,31,3,514
Salbutamol,Global Med UAE,3015,NMC Royal Hospital Dubai,36,2,610
Stethoscope,Al Maqam Medical Supplies LLC,4525,NMC Royal Hospital Dubai,34,3,774
Scalpel,HealthPro Distributors UAE,969,Dubai Hospital,24,3,819
Surgical Scissors,Al Naghi Medical,2103,Dubai Hospital,12,1,238
Bandage Roll,HealthPro Distributors UAE,2067,NMC Royal Hospital Dubai,45,5,404
Prednisolone,HealthPro Distributors UAE,4618,Saudi German Hospital Dubai,40,5,236
Pantoprazole,Paramount Medical Equipment Trading LLC,4059,Dubai Hospital,44,5,195
Stethoscope,Paramount Medical Equipment Trading LLC,2933,Thumbay Hospital Dubai,26,3,385
Sterile Gauze,Paramount Medical Equipment Trading LLC,4823,Dubai Hospital,47,5,617
Atorvastatin,Global Med UAE,4562,American Hospital Dubai,39,2,617
Oxygen Cylinder,Paramount Medical Equipment Trading LLC,4063,Dubai Hospital,31,2,323
Metronidazole,Al Zahrawi Medical,1037,Saudi German Hospital Dubai,32,5,655
Sterile Gauze,Al Maqam Medical Supplies LLC,2979,NMC Royal Hospital Dubai,50,3,487
Losartan,Al Maqam Medical Supplies LLC,3602,American Hospital Dubai,32,4,120
Ventilator,Gulf Drug,3623,Dubai Hospital,10,4,369
Simvastatin,MPC Healthcare,511,Saudi German Hospital Dubai,34,5,304
Hand Sanitizer,Al Naghi Medical,399,Thumbay Hospital Dubai,26,3,700
Paracetamol,MPC Healthcare,993,Dubai Hospital,36,3,858
Disposable Gloves,Gulf Drug,1946,Saudi German Hospital Dubai,29,1,697
IV Bag,Al Maqam Medical Supplies LLC,2656,Thumbay Hospital Dubai,30,2,408
Salbutamol,Metromed,4268,NMC Royal Hospital Dubai,48,1,428
Metronidazole,City Pharmacy Co.,4410,Dubai Hospital,11,4,444
Ibuprofen,MPC Healthcare,745,Thumbay Hospital Dubai,16,2,390
Lisinopril,AKI Pharma,3617,American Hospital Dubai,25,1,693
Blood Pressure Monitor,Babirus LLC,448,NMC Royal Hospital Dubai,23,5,499
Metformin,AKI Pharma,166,American Hospital Dubai,39,5,552
Hydrochlorothiazide,Pharma Solutions,692,Al Zahra Hospital Dubai,24,4,325
Scalpel,Gulf Drug,3857,Mediclinic City Hospital Dubai,19,3,961
Syringe Set,Babirus LLC,775,Dubai Hospital,33,3,730
Blood Pressure Monitor,Babirus LLC,928,Thumbay Hospital Dubai,12,3,294
Ventilator,Al Maqam Medical Supplies LLC,1681,Mediclinic City Hospital Dubai,20,4,649
Surgical Masks,Al Maqam Medical Supplies LLC,2919,Mediclinic City Hospital Dubai,20,2,191
Ciprofloxacin,Planet Distribution,697,Thumbay Hospital Dubai,24,2,903
Hand Sanitizer,Al Zahrawi Medical,3069,NMC Royal Hospital Dubai,41,3,999
Sterile Gauze,Paramount Medical Equipment Trading LLC,643,Dubai Hospital,29,3,335
Disposable Gloves,Global Med UAE,1529,Al Zahra Hospital Dubai,17,1,613
Blood Pressure Monitor,HealthPro Distributors UAE,3711,American Hospital Dubai,45,3,773
Prednisolone,Al Zahrawi Medical,4192,Saudi German Hospital Dubai,13,3,555
Pantoprazole,City Pharmacy Co.,2773,American Hospital Dubai,41,3,134
IV Bag,Kiwi Medical Supplies,2599,Saudi German Hospital Dubai,46,2,514
Hydrochlorothiazide,Planet Distribution,1755,American Hospital Dubai,49,3,306
Disposable Gloves,City Pharmacy Co.,3518,Thumbay Hospital Dubai,36,1,782
Insulin Pen,Planet Distribution,3691,Al Zahra Hospital Dubai,36,4,464
Ciprofloxacin,Gulf Drug,401,Dubai Hospital,25,3,140
Aspirin,Metromed,1134,Saudi German Hospital Dubai,23,3,684
Simvastatin,Global Med UAE,1123,Dubai Hospital,23,5,169
Atorvastatin,HealthPro Distributors UAE,4668,Dubai Hospital,44,4,513
Thermometer,Global Med UAE,4244,Dubai Hospital,31,3,152
Drip Stand,City Pharmacy Co.,4060,Emirates Hospital Dubai,28,5,472
Losartan,MPC Healthcare,2413,NMC Royal Hospital Dubai,20,3,915
Salbutamol,Planet Distribution,2247,American Hospital Dubai,29,1,656
Ciprofloxacin,Kiwi Medical Supplies,1848,Dubai Hospital,14,4,980
Syringe Set,Planet Distribution,1909,American Hospital Dubai,19,2,238
IV Bag,AKI Pharma,551,Dubai Hospital,45,2,897
Ventilator,Kiwi Medical Supplies,462,Saudi German Hospital Dubai,12,4,692
Wheelchair,Pharma Solutions,2827,NMC Royal Hospital Dubai,39,2,359
Wheelchair,Al Zahrawi Medical,2937,NMC Royal Hospital Dubai,35,5,857
Disposable Gloves,Metromed,3836,Thumbay Hospital Dubai,21,4,635
Hand Sanitizer,Kiwi Medical Supplies,3488,Emirates Hospital Dubai,49,4,882
Ciprofloxacin,Pharma Solutions,2093,Thumbay Hospital Dubai,18,5,259
Azithromycin,Al Maqam Medical Supplies LLC,3108,Thumbay Hospital Dubai,31,3,948
Salbutamol,Al Naghi Medical,2804,Thumbay Hospital Dubai,36,5,138
Hydrochlorothiazide,Paramount Medical Equipment Trading LLC,3703,Thumbay Hospital Dubai,17,4,376
Levothyroxine,Paramount Medical Equipment Trading LLC,4470,Thumbay Hospital Dubai,21,3,840
Hand Sanitizer,Global Med UAE,2104,Al Zahra Hospital Dubai,23,2,744
Hand Sanitizer,Pharma Solutions,3085,NMC Royal Hospital Dubai,43,5,852
Ibuprofen,Al Naghi Medical,379,Thumbay Hospital Dubai,26,4,292
Ibuprofen,Kiwi Medical Supplies,1706,Dubai Hospital,14,2,992
Syringe Set,Al Naghi Medical,1923,NMC Royal Hospital Dubai,31,4,245
Bandage Roll,Gulf Drug,4952,NMC Royal Hospital Dubai,13,1,711
Salbutamol,Al Naghi Medical,932,Mediclinic City Hospital Dubai,18,1,541
Surgical Scissors,Pharma Solutions,1639,Al Zahra Hospital Dubai,12,3,676
Simvastatin,Paramount Medical Equipment Trading LLC,627,Thumbay Hospital Dubai,29,3,146
Thermometer,Paramount Medical Equipment Trading LLC,786,American Hospital Dubai,30,2,334
Defibrillator,Planet Distribution,3432,Saudi German Hospital Dubai,48,3,449
Disposable Gloves,City Pharmacy Co.,506,Emirates Hospital Dubai,42,3,223
Ibuprofen,AKI Pharma,2299,Dubai Hospital,12,1,689
Oxygen Cylinder,Global Med UAE,3968,American Hospital Dubai,12,1,462
Amoxicillin,Global Med UAE,4927,Al Zahra Hospital Dubai,21,4,441
Surgical Masks,AKI Pharma,168,Saudi German Hospital Dubai,19,3,615
Thermometer,Pharma Solutions,2152,Al Zahra Hospital Dubai,43,3,276
Thermometer,Paramount Medical Equipment Trading LLC,273,Dubai Hospital,35,4,311
Ibuprofen,Al Naghi Medical,95,NMC Royal Hospital Dubai,24,2,841
Syringe Set,AKI Pharma,1370,Saudi German Hospital Dubai,35,1,360
ECG Machine,City Pharmacy Co.,3018,NMC Royal Hospital Dubai,50,3,733
Insulin Pen,MPC Healthcare,2763,Dubai Hospital,33,3,127
Drip Stand,Al Zahrawi Medical,2675,American Hospital Dubai,10,5,569
Surgical Masks,MPC Healthcare,3143,Dubai Hospital,24,3,870
Defibrillator,Al Naghi Medical,261,American Hospital Dubai,10,3,633
Surgical Masks,Paramount Medical Equipment Trading LLC,3926,Saudi German Hospital Dubai,38,3,504
Aspirin,Al Zahrawi Medical,4722,Saudi German Hospital Dubai,25,2,306
Levothyroxine,City Pharmacy Co.,4417,Thumbay Hospital Dubai,41,3,105
Stethoscope,Gulf Drug,2141,Al Zahra Hospital Dubai,33,3,324
Wheelchair,Planet Distribution,1206,Thumbay Hospital Dubai,24,3,741
Ciprofloxacin,Paramount Medical Equipment Trading LLC,3428,Al Zahra Hospital Dubai,34,1,338
Aspirin,MPC Healthcare,2252,Thumbay Hospital Dubai,26,2,690
Salbutamol,City Pharmacy Co.,2093,NMC Royal Hospital Dubai,10,3,589
Aspirin,HealthPro Distributors UAE,163,Saudi German Hospital Dubai,50,4,506
Insulin Pen,City Pharmacy Co.,4032,American Hospital Dubai,22,3,312
Omeprazole,City Pharmacy Co.,4917,Al Zahra Hospital Dubai,12,3,375
Surgical Masks,Global Med UAE,2708,Dubai Hospital,10,1,898
Prednisolone,City Pharmacy Co.,3376,Al Zahra Hospital Dubai,36,5,340
Levothyroxine,AKI Pharma,851,American Hospital Dubai,40,3,817
Bandage Roll,Al Zahrawi Medical,4947,Thumbay Hospital Dubai,30,4,338
Prednisolone,Pharma Solutions,721,Al Zahra Hospital Dubai,49,3,451
Insulin Pen,HealthPro Distributors UAE,2483,Emirates Hospital Dubai,39,3,568
Ciprofloxacin,City Pharmacy Co.,666,NMC Royal Hospital Dubai,10,1,137
Atorvastatin,AKI Pharma,3879,Saudi German Hospital Dubai,27,2,324
Metformin,Kiwi Medical Supplies,4673,American Hospital Dubai,24,4,734
Stethoscope,Metromed,4510,Saudi German Hospital Dubai,22,2,554
IV Bag,Planet Distribution,4001,Emirates Hospital Dubai,10,3,721
Sterile Gauze,Pharma Solutions,2996,Al Zahra Hospital Dubai,23,2,659
Insulin Pen,Kiwi Medical Supplies,3956,Al Zahra Hospital Dubai,33,3,728
Pantoprazole,Al Naghi Medical,3624,Dubai Hospital,37,3,618
Bandage Roll,Babirus LLC,4082,Emirates Hospital Dubai,25,2,862
Paracetamol,Babirus LLC,4995,American Hospital Dubai,24,4,422
Prednisolone,Babirus LLC,920,Dubai Hospital,33,3,435
IV Bag,Kiwi Medical Supplies,2158,NMC Royal Hospital Dubai,12,5,411
Ciprofloxacin,Gulf Drug,925,Dubai Hospital,43,2,378
Doxycycline,Pharma Solutions,841,Mediclinic City Hospital Dubai,39,3,927
Scalpel,Global Med UAE,464,American Hospital Dubai,13,2,408
Syringe Set,AKI Pharma,3794,Mediclinic City Hospital Dubai,24,3,911
Omeprazole,Paramount Medical Equipment Trading LLC,3050,Emirates Hospital Dubai,44,3,478
Simvastatin,Kiwi Medical Supplies,1931,Thumbay Hospital Dubai,21,3,639
Disposable Gloves,HealthPro Distributors UAE,63,Mediclinic City Hospital Dubai,22,1,554
Omeprazole,Pharma Solutions,606,NMC Royal Hospital Dubai,26,3,323
Sterile Gauze,Paramount Medical Equipment Trading LLC,901,Dubai Hospital,13,4,933
Scalpel,Al Maqam Medical Supplies LLC,3814,Thumbay Hospital Dubai,26,3,116
Ventilator,Global Med UAE,692,Dubai Hospital,47,2,457
Omeprazole,Paramount Medical Equipment Trading LLC,1880,Mediclinic City Hospital Dubai,46,4,146
Metformin,Al Naghi Medical,362,Dubai Hospital,33,1,137
IV Bag,HealthPro Distributors UAE,1249,Emirates Hospital Dubai,27,3,292
Prednisolone,Al Maqam Medical Supplies LLC,4887,Thumbay Hospital Dubai,14,4,966
Surgical Scissors,Pharma Solutions,1533,Emirates Hospital Dubai,42,4,976
Levothyroxine,Metromed,2753,Mediclinic City Hospital Dubai,50,4,779
ECG Machine,Paramount Medical Equipment Trading LLC,4872,Emirates Hospital Dubai,35,4,346
Levothyroxine,Metromed,1347,NMC Royal Hospital Dubai,30,3,925
Omeprazole,Paramount Medical Equipment Trading LLC,390,Mediclinic City Hospital Dubai,12,2,819
Oxygen Cylinder,Pharma Solutions,3939,Mediclinic City Hospital Dubai,31,3,558
Surgical Scissors,Pharma Solutions,2806,Mediclinic City Hospital Dubai,29,2,533
Sterile Gauze,Al Zahrawi Medical,3695,American Hospital Dubai,17,3,210
Insulin Pen,Planet Distribution,875,Dubai Hospital,26,3,769
Drip Stand,Paramount Medical Equipment Trading LLC,4716,American Hospital Dubai,11,4,343
Hand Sanitizer,City Pharmacy Co.,423,American Hospital Dubai,39,3,708
Simvastatin,Global Med UAE,1903,NMC Royal Hospital Dubai,47,2,295
Metformin,HealthPro Distributors UAE,3959,Thumbay Hospital Dubai,40,4,577
Defibrillator,Planet Distribution,4427,Dubai Hospital,34,1,697
Surgical Masks,Global Med UAE,2121,Emirates Hospital Dubai,17,4,474
Ciprofloxacin,HealthPro Distributors UAE,2919,Al Zahra Hospital Dubai,39,4,609
Surgical Masks,HealthPro Distributors UAE,3399,Mediclinic City Hospital Dubai,32,2,145
Metronidazole,Al Maqam Medical Supplies LLC,4091,Emirates Hospital Dubai,33,3,600
Defibrillator,Paramount Medical Equipment Trading LLC,1199,Mediclinic City Hospital Dubai,10,3,777
Levothyroxine,Kiwi Medical Supplies,3507,NMC Royal Hospital Dubai,41,3,868
Hand Sanitizer,MPC Healthcare,1373,Mediclinic City Hospital Dubai,13,3,289
Doxycycline,City Pharmacy Co.,3906,American Hospital Dubai,37,3,851
Paracetamol,City Pharmacy Co.,123,Dubai Hospital,42,3,618
Losartan,Paramount Medical Equipment Trading LLC,3509,Al Zahra Hospital Dubai,41,5,639
Stethoscope,Gulf Drug,3642,Saudi German Hospital Dubai,43,5,167
Fluconazole,Al Naghi Medical,4510,Mediclinic City Hospital Dubai,20,3,783
Blood Pressure Monitor,HealthPro Distributors UAE,3538,Emirates Hospital Dubai,29,3,939
Lisinopril,Pharma Solutions,868,American Hospital Dubai,47,4,640
Surgical Masks,MPC Healthcare,518,Saudi German Hospital Dubai,11,3,580
Levothyroxine,City Pharmacy Co.,537,Al Zahra Hospital Dubai,23,4,675
Aspirin,AKI Pharma,3282,Saudi German Hospital Dubai,12,3,269
ECG Machine,Al Zahrawi Medical,1540,American Hospital Dubai,24,3,912
Thermometer,Gulf Drug,4432,Dubai Hospital,31,3,264
Paracetamol,Planet Distribution,1159,Dubai Hospital,44,2,906
Paracetamol,Paramount Medical Equipment Trading LLC,1819,Thumbay Hospital Dubai,17,2,641
Salbutamol,Kiwi Medical Supplies,2927,Dubai Hospital,48,3,995
Surgical Scissors,Al Naghi Medical,4926,Thumbay Hospital Dubai,21,3,758
Drip Stand,Planet Distribution,4556,Saudi German Hospital Dubai,12,4,158
Defibrillator,Planet Distribution,377,NMC Royal Hospital Dubai,42,3,791
Omeprazole,AKI Pharma,99,Emirates Hospital Dubai,41,3,419
IV Bag,HealthPro Distributors UAE,4561,Emirates Hospital Dubai,48,3,203
Atorvastatin,Planet Distribution,3660,Saudi German Hospital Dubai,50,3,823
Simvastatin,Planet Distribution,2096,Mediclinic City Hospital Dubai,43,3,545
Metronidazole,AKI Pharma,4982,Mediclinic City Hospital Dubai,49,3,245
Pantoprazole,Planet Distribution,3817,Dubai Hospital,33,4,618
Losartan,Babirus LLC,245,Emirates Hospital Dubai,38,4,740
Fluconazole,MPC Healthcare,3552,Emirates Hospital Dubai,24,3,536
Simvastatin,MPC Healthcare,1122,Thumbay Hospital Dubai,33,4,570
Sterile Gauze,HealthPro Distributors UAE,210,NMC Royal Hospital Dubai,12,3,447
Salbutamol,Pharma Solutions,1086,American Hospital Dubai,41,5,144
Disposable Gloves,Pharma Solutions,643,Mediclinic City Hospital Dubai,35,2,566
Prednisolone,Gulf Drug,1789,Emirates Hospital Dubai,20,3,621
Omeprazole,City Pharmacy Co.,244,Thumbay Hospital Dubai,21,2,327
Levothyroxine,Al Naghi Medical,3693,Al Zahra Hospital Dubai,15,3,639
Insulin Pen,Pharma Solutions,816,Thumbay Hospital Dubai,14,5,488
Insulin Pen,HealthPro Distributors UAE,4759,Mediclinic City Hospital Dubai,37,2,301
Atorvastatin,Planet Distribution,2088,Mediclinic City Hospital Dubai,43,1,272
Bandage Roll,HealthPro Distributors UAE,3376,Thumbay Hospital Dubai,25,2,606
Pantoprazole,Pharma Solutions,1299,American Hospital Dubai,46,5,554
Bandage Roll,Al Naghi Medical,4871,Saudi German Hospital Dubai,32,4,606
Stethoscope,Kiwi Medical Supplies,4708,Mediclinic City Hospital Dubai,23,4,141
Syringe Set,Kiwi Medical Supplies,2377,Thumbay Hospital Dubai,32,1,746
Azithromycin,Al Naghi Medical,1010,Emirates Hospital Dubai,33,2,234
Prednisolone,Global Med UAE,1711,Thumbay Hospital Dubai,49,5,350
Hand Sanitizer,Gulf Drug,3647,NMC Royal Hospital Dubai,40,3,526
Lisinopril,MPC Healthcare,3959,Saudi German Hospital Dubai,27,3,460
Syringe Set,Gulf Drug,504,Al Zahra Hospital Dubai,24,1,921
Omeprazole,Metromed,4617,American Hospital Dubai,45,5,760
Metformin,Pharma Solutions,1417,Dubai Hospital,12,4,282
Surgical Scissors,HealthPro Distributors UAE,1098,Al Zahra Hospital Dubai,41,1,471
Hand Sanitizer,City Pharmacy Co.,3365,Saudi German Hospital Dubai,19,5,919
Salbutamol,Pharma Solutions,1965,Saudi German Hospital Dubai,39,3,728
Bandage Roll,Planet Distribution,4828,Saudi German Hospital Dubai,15,4,368
Salbutamol,Gulf Drug,803,Al Zahra Hospital Dubai,15,4,209
Losartan,Al Naghi Medical,649,Emirates Hospital Dubai,30,2,749
Pulse Oximeter,AKI Pharma,4138,Saudi German Hospital Dubai,49,3,791
Blood Pressure Monitor,Pharma Solutions,4054,Thumbay Hospital Dubai,37,3,766
Oxygen Cylinder,Metromed,522,Al Zahra Hospital Dubai,18,2,378
Ibuprofen,Kiwi Medical Supplies,2961,Dubai Hospital,27,3,903
Salbutamol,Al Naghi Medical,3173,Saudi German Hospital Dubai,25,3,238
Oxygen Cylinder,Al Maqam Medical Supplies LLC,4567,Thumbay Hospital Dubai,15,3,779
Pulse Oximeter,Metromed,3090,Emirates Hospital Dubai,15,1,415
Paracetamol,Kiwi Medical Supplies,4137,NMC Royal Hospital Dubai,24,5,874
Wheelchair,MPC Healthcare,3119,Emirates Hospital Dubai,27,2,345
Fluconazole,Al Naghi Medical,2817,Dubai Hospital,34,2,288
Losartan,Al Zahrawi Medical,2478,Saudi German Hospital Dubai,17,2,302
Surgical Masks,Planet Distribution,4503,Dubai Hospital,36,5,172
Paracetamol,AKI Pharma,326,Al Zahra Hospital Dubai,20,3,244
Ciprofloxacin,Paramount Medical Equipment Trading LLC,912,Mediclinic City Hospital Dubai,18,4,673
Hand Sanitizer,Al Maqam Medical Supplies LLC,4766,Saudi German Hospital Dubai,12,1,183
Hand Sanitizer,Kiwi Medical Supplies,2751,Mediclinic City Hospital Dubai,46,3,411
Ciprofloxacin,Al Zahrawi Medical,3870,Thumbay Hospital Dubai,12,3,493
Surgical Scissors,Paramount Medical Equipment Trading LLC,3612,NMC Royal Hospital Dubai,47,3,554
Syringe Set,Babirus LLC,1758,American Hospital Dubai,22,4,239
Lisinopril,Metromed,4677,Dubai Hospital,41,3,793
Metronidazole,Al Maqam Medical Supplies LLC,4346,Emirates Hospital Dubai,16,3,374
Blood Pressure Monitor,Al Zahrawi Medical,1021,NMC Royal Hospital Dubai,20,4,178
Metronidazole,Global Med UAE,3327,Saudi German Hospital Dubai,46,4,952
Lisinopril,Babirus LLC,4223,Mediclinic City Hospital Dubai,15,1,480
Aspirin,Gulf Drug,3454,Emirates Hospital Dubai,19,2,124
Sterile Gauze,Metromed,2627,Mediclinic City Hospital Dubai,35,1,936
Surgical Masks,Paramount Medical Equipment Trading LLC,1394,Al Zahra Hospital Dubai,21,2,796
Pantoprazole,Paramount Medical Equipment Trading LLC,1622,Mediclinic City Hospital Dubai,39,2,146
Ciprofloxacin,Gulf Drug,1660,Al Zahra Hospital Dubai,49,2,553
ECG Machine,Babirus LLC,3380,Thumbay Hospital Dubai,31,5,728
Metronidazole,Metromed,4383,Emirates Hospital Dubai,23,4,972
Paracetamol,City Pharmacy Co.,1243,Emirates Hospital Dubai,24,3,794
Azithromycin,Al Naghi Medical,3689,American Hospital Dubai,38,1,369
Paracetamol,Gulf Drug,2510,Saudi German Hospital Dubai,33,3,867
ECG Machine,AKI Pharma,743,Al Zahra Hospital Dubai,50,2,502
Doxycycline,Paramount Medical Equipment Trading LLC,4121,American Hospital Dubai,35,3,195
Thermometer,Babirus LLC,4466,Mediclinic City Hospital Dubai,34,2,752
Blood Pressure Monitor,Global Med UAE,2228,Mediclinic City Hospital Dubai,41,3,288
Hand Sanitizer,Global Med UAE,397,American Hospital Dubai,27,3,714
Thermometer,HealthPro Distributors UAE,4076,Emirates Hospital Dubai,23,4,411
Bandage Roll,AKI Pharma,274,Mediclinic City Hospital Dubai,32,1,893
