supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week,hashcode
Fluconazole,Metromed,6333.0,Al Zahra Hospital Dubai,19,4,958,6cdf2cde20afc4e7dc852bc8c5aa8eb6
Metronidazole,City Pharmacy Co.,1627.0,Emirates Hospital Dubai,25,3,886,b62335068dd15f80e7f7ef765ef4dc27
Hydrochlorothiazide,City Pharmacy Co.,7922.0,NMC Royal Hospital Dubai,19,4,881,b98cab6454b16dc5a499684415293c19
Hydrochlorothiazide,City Pharmacy Co.,7730.0,Al Zahra Hospital Dubai,12,2,816,546f878ec9c1b67709a03c1ec9cf65b4
Azithromycin,Planet Distribution,9341.0,Saudi German Hospital Dubai,28,3,929,43c6155acc04dfa66a4f83505b18e4fa
Amoxicillin,Kiwi Medical Supplies,12358.0,Al Zahra Hospital Dubai,15,4,140,a1e1a2a9041d30e4bc2aeb6b07c9866f
Losartan,Kiwi Medical Supplies,3803.0,Dubai Hospital,29,3,111,fd3e8ac888558572e46b36a95cc28e08
Simvastatin,Kiwi Medical Supplies,10814.0,Emirates Hospital Dubai,37,3,184,7d2bc472b4dbc85f4f77900d4a59e97c
Scalpel,AKI Pharma,855.0,NMC Royal Hospital Dubai,22,3,861,95136cce2692e3e26459fdf830e60105
Lisinopril,Pharma Solutions,9533.0,NMC Royal Hospital Dubai,11,3,982,40fff75abbd33702bf870529ea763882
Pulse Oximeter,Planet Distribution,4936.0,Thumbay Hospital Dubai,19,4,915,656aabd9c8a50591ede9bdd87783a297
ECG Machine,Gulf Drug,4038.0,Saudi German Hospital Dubai,35,3,856,63b0a676a08545e449f093f0d7d15b89
Ventilator,Metromed,2328.0,Mediclinic City Hospital Dubai,14,3,105,9473fcbc81e9f17e7830cd48d4b6ebc9
Lisinopril,Pharma Solutions,9472.0,Mediclinic City Hospital Dubai,50,1,424,6b8fcb76c0833c05f8b8d2be14bab709
Pulse Oximeter,MPC Healthcare,4983.0,Al Zahra Hospital Dubai,38,2,227,43fbaa4c3c3e61667646420e94280e3f
Hydrochlorothiazide,Al Naghi Medical,8901.0,Thumbay Hospital Dubai,25,4,818,bab3156b445371b69934218ccaea0f88
Sterile Gauze,Global Med UAE,793.0,American Hospital Dubai,19,2,477,839466263951689ead2df110c9414729
Simvastatin,HealthPro Distributors UAE,10606.0,Al Zahra Hospital Dubai,37,2,534,0722002eb51c4052132f8f1fee4ccb0c
ECG Machine,Pharma Solutions,1943.0,Thumbay Hospital Dubai,19,3,692,cca1094bbff26700993da4bbe531b8db
Ventilator,Global Med UAE,3217.0,Saudi German Hospital Dubai,10,3,999,a7308d9a8163772af911ff244f0f5642
Wheelchair,Al Zahrawi Medical,2203.0,Saudi German Hospital Dubai,11,4,252,f676f0e0d7203e828ae122649e01185c
Drip Stand,Pharma Solutions,1592.0,Saudi German Hospital Dubai,21,3,871,ea4deedfcb15a2d97b9b9be46a4afefd
Aspirin,Metromed,10498.0,Saudi German Hospital Dubai,13,3,873,8d5d50a2d3bde31d983e91ef7ec2c103
Metformin,Al Naghi Medical,12667.0,Saudi German Hospital Dubai,14,3,355,a5ba9dac3a631e73a3844695705a3bfe
Metformin,Metromed,12560.0,Thumbay Hospital Dubai,23,2,280,6dc81bff40f5e53bff30e4bde6cd6253
Pulse Oximeter,AKI Pharma,1328.0,Thumbay Hospital Dubai,21,1,734,19ba15ad70b9d0d9e00788f100695274
Disposable Gloves,Al Naghi Medical,8851.0,NMC Royal Hospital Dubai,36,5,197,d393a321916a2239846eb0c6e73b8f92
Omeprazole,HealthPro Distributors UAE,12950.0,Dubai Hospital,11,2,970,29c41d119a5eac5c2bcba8dc57227549
Thermometer,Paramount Medical Equipment Trading LLC,6910.0,Mediclinic City Hospital Dubai,32,1,578,5e57629b865da7aa2905a07755f1d861
Levothyroxine,Al Zahrawi Medical,9837.0,Emirates Hospital Dubai,32,3,448,8704eb045d308b06dfcbda7adddaa7f6
Atorvastatin,Gulf Drug,5860.0,Saudi German Hospital Dubai,30,2,785,42b1a789b8aa728e9009249423619689
Pulse Oximeter,Babirus LLC,1403.0,American Hospital Dubai,28,3,191,1444f882366c30101c6e98e9002e4979
Doxycycline,Al Naghi Medical,7242.0,Emirates Hospital Dubai,15,3,446,5acb6e62905af91fc2bc5ba520b2519e
Pulse Oximeter,Planet Distribution,4662.0,Thumbay Hospital Dubai,37,3,412,6132c1341db264b7c57f80bb5fcdf363
Ventilator,Al Maqam Medical Supplies LLC,2338.0,American Hospital Dubai,50,4,438,04fa2fc432125b7122ef9887c25c5a16
Defibrillator,Al Maqam Medical Supplies LLC,4449.0,American Hospital Dubai,14,3,663,522eb077aa936e1ca401d535de24769d
Ventilator,AKI Pharma,1066.0,American Hospital Dubai,41,4,706,135d1ff8467d6eaa49351b6f3867009f
Insulin Pen,Pharma Solutions,7417.0,NMC Royal Hospital Dubai,41,5,222,7f8245adc021fa7695e020fb75368941
Lisinopril,City Pharmacy Co.,10663.0,Thumbay Hospital Dubai,23,3,899,3579687cf76f997028a975bf35c4ec41
Surgical Masks,HealthPro Distributors UAE,6839.0,American Hospital Dubai,11,1,397,17d093ed82799f181b71b6780f3143eb
Syringe Set,AKI Pharma,21965.0,Saudi German Hospital Dubai,13,2,942,78eff67fa2a5566d98042c43afed98a2
Levothyroxine,Al Naghi Medical,7013.0,Al Zahra Hospital Dubai,27,3,748,2e05e028ff94dc26c576cf70c81f0ce8
Simvastatin,AKI Pharma,7824.0,American Hospital Dubai,49,3,421,2d20824220c4e85033e536a51cc316aa
Hand Sanitizer,Al Naghi Medical,2285.0,NMC Royal Hospital Dubai,25,1,514,84bc8b1c39f85245bdec9263b8fd2034
Wheelchair,Babirus LLC,3396.0,Emirates Hospital Dubai,37,2,494,23ff31980b4e061728dbf38b0c671893
Blood Pressure Monitor,Al Zahrawi Medical,2782.0,Thumbay Hospital Dubai,20,5,988,8c9f4e56f469fce460e5ac5a87a161ad
Metformin,Pharma Solutions,12495.0,Dubai Hospital,50,1,289,5342604b6159f61162b533df6b19c6d3
Thermometer,Al Naghi Medical,7295.0,NMC Royal Hospital Dubai,49,3,123,f16576839a01d92b3be52c3243fad04a
Oxygen Cylinder,HealthPro Distributors UAE,349.0,American Hospital Dubai,18,2,240,f4c802592e8a5a0ddc30cf19b3da1978
Doxycycline,Al Naghi Medical,8026.0,Thumbay Hospital Dubai,37,1,281,b7752fca4d38be501e82da6707c41ada
Atorvastatin,MPC Healthcare,3353.0,Al Zahra Hospital Dubai,22,2,911,95560915e024a8205fad11fe5a46cd78
Drip Stand,Global Med UAE,2595.0,American Hospital Dubai,47,4,832,0eb67f2753e7711b8c5a62eddd5d0752
Pantoprazole,Gulf Drug,560.0,NMC Royal Hospital Dubai,50,3,357,6a2189f5daea99a1f7521e2ca3c6c55b
Bandage Roll,MPC Healthcare,4154.0,Mediclinic City Hospital Dubai,44,2,641,15830dc895616265014c74deee9afc09
Sterile Gauze,Al Zahrawi Medical,1590.0,Saudi German Hospital Dubai,41,3,608,89f0c801920276f6e778d4dcf4959c1a
ECG Machine,Planet Distribution,1673.0,Dubai Hospital,41,3,452,31db36f44b160cc31beca489901f52d6
Drip Stand,Pharma Solutions,1805.0,Emirates Hospital Dubai,21,2,853,28c6e5e9cb55075d4330591ea06061dc
Hand Sanitizer,Global Med UAE,2471.0,NMC Royal Hospital Dubai,45,5,887,6dd3d353eede4fa88d0c84a6f44495c9
Insulin Pen,Al Zahrawi Medical,6934.0,Thumbay Hospital Dubai,44,3,541,50aa52f3e1a11bd5d54a0e849702d230
Surgical Masks,Al Naghi Medical,4270.0,Dubai Hospital,27,3,350,edb1a83719ab84756019a2cca6e6a533
Thermometer,AKI Pharma,8008.0,Dubai Hospital,31,3,902,52439ae8f23db822c4f100697486cfeb
Drip Stand,Babirus LLC,1689.0,Dubai Hospital,10,4,536,0571152a13a379a0021621ed6e9652d3
Drip Stand,Planet Distribution,1863.0,American Hospital Dubai,18,3,641,6b527ce5256026356e04148de88e63b1
Drip Stand,Metromed,2390.0,Saudi German Hospital Dubai,10,3,880,7d25da321374258738a4105aa14c357c
Hydrochlorothiazide,Paramount Medical Equipment Trading LLC,10894.0,American Hospital Dubai,32,4,547,de1a81e74f12915ca73459c528ed4951
Pulse Oximeter,City Pharmacy Co.,2711.0,Thumbay Hospital Dubai,33,4,848,602f1f970b71585e40c0c8e8d7ff8d01
Surgical Scissors,Al Maqam Medical Supplies LLC,4063.0,American Hospital Dubai,40,3,190,51e04f7fc4fa3bd9a2d2ac7dc3b55203
Levothyroxine,Global Med UAE,9497.0,Mediclinic City Hospital Dubai,37,4,117,7c30868be82e21c0c7dabb94d441eec3
Bandage Roll,City Pharmacy Co.,1516.0,Saudi German Hospital Dubai,48,2,318,f6c439a5a34a5aa3dca38d801de9d5cd
Sterile Gauze,MPC Healthcare,1108.0,Saudi German Hospital Dubai,17,2,925,1668731039066319940f93e802247fe7
Ventilator,HealthPro Distributors UAE,3974.0,Thumbay Hospital Dubai,40,3,937,efb3e263555e275b71d3b0a1169e3aa7
Sterile Gauze,AKI Pharma,1733.0,Emirates Hospital Dubai,10,4,765,f001d4b22add11b8fb138734bce8459c
Ibuprofen,Pharma Solutions,1890.0,Mediclinic City Hospital Dubai,21,2,436,ce25a0ae3f95040a3c9496669b2c03e5
Drip Stand,Al Naghi Medical,3547.0,NMC Royal Hospital Dubai,45,3,593,f5bf3628f3be5cf00ade4301e0cc4073
Salbutamol,Global Med UAE,10228.0,American Hospital Dubai,14,2,562,e1c699f625fd4208034f6abd3be9f4dd
IV Bag,HealthPro Distributors UAE,10064.0,Al Zahra Hospital Dubai,31,4,429,a74b6071853c3c8ec0de25ef23369a16
Surgical Scissors,HealthPro Distributors UAE,1979.0,American Hospital Dubai,22,2,296,f90ef143c7810ceafe5c9fb7b71dcd44
Azithromycin,Pharma Solutions,12103.0,Dubai Hospital,45,2,195,0043606459bd95f466b2b80238569366
Disposable Gloves,Pharma Solutions,8228.0,American Hospital Dubai,28,5,172,338f9daf25452ecf06a8d0faa12354ba
Wheelchair,Global Med UAE,4673.0,NMC Royal Hospital Dubai,41,4,216,737f9fb7ef5dbd7e33d4229545ded904
IV Bag,HealthPro Distributors UAE,14739.0,American Hospital Dubai,22,3,635,a9946df1a68d5ada4693a3a17b09f29e
Simvastatin,Al Maqam Medical Supplies LLC,9450.0,Mediclinic City Hospital Dubai,16,5,460,3ee4b2f6b0691ca735994f0589bcd29a
Surgical Scissors,City Pharmacy Co.,426.0,Mediclinic City Hospital Dubai,38,3,451,90b83d64972e6e2fb1728b8efbe3f620
Ventilator,AKI Pharma,4772.0,Saudi German Hospital Dubai,17,3,120,e763ca2ebbfbb6faa43f8986103c9c4e
Ibuprofen,Babirus LLC,487.0,Thumbay Hospital Dubai,31,3,466,79c58d1c23cc73eb86cc10d4d2f19423
Metformin,Al Naghi Medical,11104.0,Emirates Hospital Dubai,36,3,933,395bacb091615d45178f4fc8e8e4b31a
Hydrochlorothiazide,Global Med UAE,9502.0,Al Zahra Hospital Dubai,43,3,185,94c63a447ae7d6122f3fa41306568f39
Doxycycline,Babirus LLC,4816.0,Dubai Hospital,36,2,540,24c9dfb8b04f3d1476e8008e419fb14e
Bandage Roll,Pharma Solutions,2919.0,American Hospital Dubai,20,3,404,4665276db0e77c145d6883c4cfb96d5d
Salbutamol,HealthPro Distributors UAE,10097.0,American Hospital Dubai,23,3,683,30c4aafb7ed81e3a88c09e3faf79ab90
Surgical Scissors,AKI Pharma,2068.0,NMC Royal Hospital Dubai,26,3,987,110b42f3397b853bc3952bd7bd311e91
Ventilator,Kiwi Medical Supplies,1540.0,Thumbay Hospital Dubai,38,3,388,94438c998e8175244bad041ba73bf3c2
Stethoscope,Paramount Medical Equipment Trading LLC,3612.0,Mediclinic City Hospital Dubai,36,3,665,05749de0c8562c21668bcaf8f31e59d3
Pulse Oximeter,City Pharmacy Co.,2062.0,Al Zahra Hospital Dubai,28,3,505,e14c8770b79484c0228688cca7281dde
Salbutamol,Pharma Solutions,8029.0,Saudi German Hospital Dubai,15,2,171,cdf6ddf414940481461cf2eb0d7add71
Aspirin,Paramount Medical Equipment Trading LLC,10530.0,Mediclinic City Hospital Dubai,44,3,391,b13271ee8cb3c620b314c5dfbbca9aa6
Doxycycline,Pharma Solutions,6626.0,Dubai Hospital,13,2,372,f48d0374e0624146f2d4f2896dd1cd8b
Thermometer,Global Med UAE,6978.0,Thumbay Hospital Dubai,49,4,718,19a443f24950996480f265cc3964ddef
Fluconazole,Gulf Drug,7310.0,Dubai Hospital,22,2,815,182ef9da17b71a435915825c63dd838c
Hand Sanitizer,AKI Pharma,3267.0,Emirates Hospital Dubai,27,3,435,f101a4d08a492ee0c26b0a2fee29c9fb
Thermometer,Paramount Medical Equipment Trading LLC,8837.0,Saudi German Hospital Dubai,14,3,860,fc7c950155384e5943bc69e8c4198028
Losartan,MPC Healthcare,3997.0,Emirates Hospital Dubai,33,4,984,8e5b096076b5b88318b9229df1f1b4b6
Metformin,Planet Distribution,10904.0,NMC Royal Hospital Dubai,48,3,403,8ebec5d229c07cb8df4ececf5767c9b5
Insulin Pen,Metromed,6807.0,Dubai Hospital,14,4,315,29b7b0834ccbf05c8409a7a464f02f7c
Hand Sanitizer,HealthPro Distributors UAE,4520.0,NMC Royal Hospital Dubai,10,3,876,9e66e2f47f78a2e159955449d2915c96
Losartan,Al Maqam Medical Supplies LLC,1078.0,American Hospital Dubai,12,2,662,c3405cd1117412183d257f3b17cf4364
Defibrillator,Al Naghi Medical,4814.0,Emirates Hospital Dubai,33,3,342,4879b70e913132044962c16f4bdb3472
Fluconazole,Paramount Medical Equipment Trading LLC,5535.0,Thumbay Hospital Dubai,10,4,475,d260f4b5437dda3255283780806b5068
Ibuprofen,Paramount Medical Equipment Trading LLC,2268.0,Dubai Hospital,19,2,888,fe722b94cf3f2cfc6aab9decb13d0c1e
Metformin,Al Zahrawi Medical,13813.0,Al Zahra Hospital Dubai,46,1,660,d2b6aee6cceeb86a21ef4664440a52be
Omeprazole,Al Naghi Medical,10149.0,Saudi German Hospital Dubai,32,1,320,71559d1a5f4df433f2d51251108b6147
Oxygen Cylinder,Global Med UAE,2554.0,Mediclinic City Hospital Dubai,36,3,533,0f5ff1afa73e14704cc214d8d2a78b3a
Wheelchair,Global Med UAE,4349.0,Thumbay Hospital Dubai,14,2,736,14e144c49edb3f5fe699f97983ede874
Defibrillator,Al Zahrawi Medical,1695.0,Thumbay Hospital Dubai,19,2,240,a6a6ac8073bbe15bc7e653c0dffbc16a
Syringe Set,Al Maqam Medical Supplies LLC,20786.0,NMC Royal Hospital Dubai,27,1,235,8a5d8b59eb742886d149d90defbacac0
Doxycycline,Babirus LLC,6442.0,Emirates Hospital Dubai,50,3,595,6bba4dacff10aecb7f881453e34b1109
IV Bag,Al Zahrawi Medical,14414.0,Dubai Hospital,44,5,439,a21d43c85389fc1147397961a7eab257
Metronidazole,AKI Pharma,4865.0,Dubai Hospital,20,3,586,9c062ffcf1903e99ee4b11c2b1274eaa
Ibuprofen,HealthPro Distributors UAE,900.0,American Hospital Dubai,37,3,210,a303cb33a1028004758440ccfb3c131f
Salbutamol,Al Naghi Medical,9531.0,American Hospital Dubai,50,4,303,bcb4399e6b37cf95ad2ca93575e3a4a3
Syringe Set,HealthPro Distributors UAE,22265.0,Saudi German Hospital Dubai,48,3,256,0b64b5b7da2cd0919d933c7760ef4ce4
Doxycycline,Kiwi Medical Supplies,9304.0,NMC Royal Hospital Dubai,38,2,257,6c611018e449522a6ae4ee79f48f9d61
Disposable Gloves,Al Naghi Medical,8600.0,Thumbay Hospital Dubai,36,5,965,1f0b00e60639e31d33da765a521c43e0
Aspirin,Pharma Solutions,8462.0,Dubai Hospital,32,3,742,1982ef99fa5e195a34babd65ead3f7b1
ECG Machine,Al Maqam Medical Supplies LLC,330.0,Al Zahra Hospital Dubai,16,1,602,6f4c39f0b1333f62a89555472c01ee8c
Pantoprazole,Al Zahrawi Medical,4455.0,NMC Royal Hospital Dubai,48,3,292,d0163640b58a7779251f076515eb0a18
Syringe Set,Kiwi Medical Supplies,21804.0,Saudi German Hospital Dubai,23,4,965,c534e7586fcb6f4c0cd75354222892e8
Azithromycin,MPC Healthcare,10482.0,Saudi German Hospital Dubai,46,3,815,668e7f3cf022fd173d60904cf3926094
Surgical Masks,Al Naghi Medical,3682.0,NMC Royal Hospital Dubai,18,3,344,e27c6ada48fb5757f40e429f208937f6
Stethoscope,Paramount Medical Equipment Trading LLC,6444.0,Saudi German Hospital Dubai,16,3,484,0972c68bd58b778add0285294bc7af33
Azithromycin,Gulf Drug,12146.0,NMC Royal Hospital Dubai,23,2,726,824c71ac45a322f055cfb5d914f877fb
Paracetamol,Paramount Medical Equipment Trading LLC,18608.0,Mediclinic City Hospital Dubai,46,5,795,4beeb87d6e3a3aaccf23af06afced43c
Azithromycin,Paramount Medical Equipment Trading LLC,10577.0,NMC Royal Hospital Dubai,42,3,784,3e7c63af4f2a03759b5830b8f0f8b72b
Ciprofloxacin,HealthPro Distributors UAE,7641.0,Emirates Hospital Dubai,29,3,199,58bf050205cc48e47c76e4aa6023b337
Paracetamol,Paramount Medical Equipment Trading LLC,18004.0,NMC Royal Hospital Dubai,23,2,342,9346287b1e2165afc0f3821343599581
Lisinopril,Global Med UAE,11725.0,Saudi German Hospital Dubai,30,3,439,13357499caf3a85480d054e4350ac09d
Hydrochlorothiazide,Planet Distribution,8899.0,Dubai Hospital,43,4,873,f637ed2bb3ecbabcf62d0f26b7528c73
Wheelchair,Al Naghi Medical,1459.0,Emirates Hospital Dubai,16,3,547,ab6475d6fd3c9c106f039dad1edd65fa
Wheelchair,Paramount Medical Equipment Trading LLC,4646.0,Saudi German Hospital Dubai,30,3,817,7359a678c1d63357091c76d3eb338845
Paracetamol,Gulf Drug,17004.0,American Hospital Dubai,19,1,143,18197830ca3113b9c0e7fc928a1c219d
Insulin Pen,AKI Pharma,6712.0,American Hospital Dubai,17,3,846,5dcb90103273821bdfcbc868df8290df
Simvastatin,HealthPro Distributors UAE,10507.0,Dubai Hospital,31,4,524,d50588ef0dbd83b149a417f4818bbdcc
Ibuprofen,Paramount Medical Equipment Trading LLC,4978.0,Dubai Hospital,47,3,243,ac0b7ab51bf5eb9c26cde46d9781f299
Losartan,Global Med UAE,3163.0,Emirates Hospital Dubai,28,3,116,ad780edd1416344d809d54030a097018
Disposable Gloves,HealthPro Distributors UAE,9741.0,Mediclinic City Hospital Dubai,11,4,208,bb4d7d0fde6df34b450725f0936a11aa
Oxygen Cylinder,Al Naghi Medical,1658.0,Dubai Hospital,35,2,567,46d2b61a52e6785ea3130188400af1a2
Simvastatin,Babirus LLC,9816.0,American Hospital Dubai,13,3,122,c6ed7f411ac5b811f0500bfaf73c09ad
Surgical Masks,City Pharmacy Co.,7420.0,NMC Royal Hospital Dubai,22,2,762,e9829ef707c31bc8c46a03d15bd71dc2
Prednisolone,Paramount Medical Equipment Trading LLC,4438.0,Saudi German Hospital Dubai,14,3,254,46fd40810398d97cfeeaf22103edd3cd
Surgical Scissors,Babirus LLC,2784.0,American Hospital Dubai,36,2,480,57fec937866b34343d386018f316c35b
Losartan,Al Maqam Medical Supplies LLC,208.0,American Hospital Dubai,10,2,911,96c2fc7ce1152da84df04bc94d7b95f8
Fluconazole,Babirus LLC,8367.0,Mediclinic City Hospital Dubai,32,2,871,f37048839fe2c71ddab99d133f19601d
Scalpel,Paramount Medical Equipment Trading LLC,3739.0,Emirates Hospital Dubai,47,1,196,abf1a7212a655e77b460721e71212e21
Losartan,Paramount Medical Equipment Trading LLC,1006.0,Emirates Hospital Dubai,50,1,219,22977889e7a7bd5170ec3246ebcc269e
Wheelchair,City Pharmacy Co.,3103.0,Thumbay Hospital Dubai,31,1,181,1dc6d4756781ef42f9e8a18187ced9a7
Hydrochlorothiazide,Pharma Solutions,9317.0,Mediclinic City Hospital Dubai,38,3,928,39eb684f8145ce4a84933a139871afdb
Hand Sanitizer,Global Med UAE,1440.0,NMC Royal Hospital Dubai,15,3,935,9c94ce4f3b308651eb8a8f6a34bae093
Blood Pressure Monitor,Al Zahrawi Medical,1652.0,Emirates Hospital Dubai,49,3,365,f121f11cbb95a59981419925e1ee3676
Atorvastatin,Gulf Drug,7601.0,Saudi German Hospital Dubai,35,1,477,b349acbdbe0fa8694ff183bd919396de
Ventilator,AKI Pharma,1136.0,Dubai Hospital,21,2,879,7220c8c5b2fc8e3eab1795ef803055a7
ECG Machine,Metromed,4752.0,Mediclinic City Hospital Dubai,50,3,201,48607948a1d5db6525f868685c14cf0a
Defibrillator,Al Zahrawi Medical,4120.0,Dubai Hospital,18,2,598,569e578a41eac8e031b9ea8a6a0ac03d
Lisinopril,HealthPro Distributors UAE,7778.0,American Hospital Dubai,35,3,866,68ca1def69d738493227a6c31bcb31a5
Aspirin,Al Maqam Medical Supplies LLC,8460.0,Saudi German Hospital Dubai,11,3,505,09dab901e5baa8176bb48a666c492ea1
Paracetamol,Global Med UAE,16442.0,Saudi German Hospital Dubai,15,2,546,7e603d0addd83a57737d3f42a7f4add2
Atorvastatin,Pharma Solutions,6018.0,American Hospital Dubai,21,1,601,eb3a2a116b57cdeb64ffe3fe7865edbc
Metronidazole,City Pharmacy Co.,2545.0,Mediclinic City Hospital Dubai,43,2,300,f22e1406d277a5aae4a5ddd9575d84a2
Azithromycin,MPC Healthcare,12518.0,American Hospital Dubai,48,4,474,9df2750fcf82dc2b5aced3f8b4ab55a4
Fluconazole,Al Zahrawi Medical,8208.0,Dubai Hospital,18,1,105,c99ab4cbd1f172ca1eb5a9e7ec8df2b5
Metformin,MPC Healthcare,12948.0,Thumbay Hospital Dubai,17,3,136,2a59c94d1439ffd907b0712b570af823
Levothyroxine,Global Med UAE,9952.0,Saudi German Hospital Dubai,47,3,475,4f75bc794a030e87d4c772ed49e0511c
Amoxicillin,MPC Healthcare,15785.0,Al Zahra Hospital Dubai,15,4,783,75a8b9831957e0676471a739102fe205
Amoxicillin,Al Naghi Medical,14192.0,Al Zahra Hospital Dubai,32,3,813,85b6edef4fd09514a8d7e9caae500e8c
Oxygen Cylinder,Metromed,1497.0,Dubai Hospital,33,1,506,d135c22e67da2cd03a5318beded794ab
Hydrochlorothiazide,Global Med UAE,12252.0,NMC Royal Hospital Dubai,16,3,707,5bc5c5ce6192e6baad8694b4a157d1e1
Blood Pressure Monitor,Pharma Solutions,1504.0,Emirates Hospital Dubai,27,3,482,eb81895ddac47d05dafd795d12a8fc8a
Blood Pressure Monitor,City Pharmacy Co.,548.0,American Hospital Dubai,32,3,189,b83bd31f558f4f3ee690f69b5eaaf888
Prednisolone,MPC Healthcare,5136.0,American Hospital Dubai,31,3,514,d6a3afb7e615d887b484bc62f50647e6
Salbutamol,Global Med UAE,9015.0,NMC Royal Hospital Dubai,36,2,610,daa06d0fb41a6f656528f37b696bdd1d
Stethoscope,Al Maqam Medical Supplies LLC,7525.0,NMC Royal Hospital Dubai,34,3,774,9b4f284dcece234cc8922dec2c2031db
Scalpel,HealthPro Distributors UAE,969.0,Dubai Hospital,24,3,819,d09c6b602edd62d3fc817a2e54923293
Surgical Scissors,Al Naghi Medical,2203.0,Dubai Hospital,12,1,238,b0bbba419693b41e75dc34b1b4777fdd
Bandage Roll,HealthPro Distributors UAE,2267.0,NMC Royal Hospital Dubai,45,5,404,f638b68619794914affc9b97ac6d6e69
Prednisolone,HealthPro Distributors UAE,8118.0,Saudi German Hospital Dubai,40,5,236,5fd8baa20f7baae3d781a063ef9d427a
Pantoprazole,Paramount Medical Equipment Trading LLC,4059.0,Dubai Hospital,44,5,195,71f7d1894ea1fc2dbef800baa80ce1d4
Stethoscope,Paramount Medical Equipment Trading LLC,5933.0,Thumbay Hospital Dubai,26,3,385,de59ce0fd18ecf80684b6b4df33865e2
Sterile Gauze,Paramount Medical Equipment Trading LLC,4823.0,Dubai Hospital,47,5,617,884c1e6db6ae92960c9b155348780052
Atorvastatin,Global Med UAE,7562.0,American Hospital Dubai,39,2,617,1411436543aad4dbbf17316573899579
Oxygen Cylinder,Paramount Medical Equipment Trading LLC,4063.0,Dubai Hospital,31,2,323,aeafe60574eca5a8af606db38faa4748
Metronidazole,Al Zahrawi Medical,1037.0,Saudi German Hospital Dubai,32,5,655,78ecd9ee029d3af86b85c003a733ecd6
Sterile Gauze,Al Maqam Medical Supplies LLC,2979.0,NMC Royal Hospital Dubai,50,3,487,4943d4fa73be44c534a6433023287e0e
Losartan,Al Maqam Medical Supplies LLC,3602.0,American Hospital Dubai,32,4,120,aee928ba98efd31387080ca60c845c40
Ventilator,Gulf Drug,4623.0,Dubai Hospital,10,4,369,5d2f597aab8b17c572086edfe361b740
Simvastatin,MPC Healthcare,7011.0,Saudi German Hospital Dubai,34,5,304,3e650d27db8e5c53aff2fec010e5326d
Hand Sanitizer,Al Naghi Medical,399.0,Thumbay Hospital Dubai,26,3,700,4d8cb8a3150c192262115b18ddde0300
Paracetamol,MPC Healthcare,15993.0,Dubai Hospital,36,3,858,801a960aaef95d429b692e4ac42717b7
Disposable Gloves,Gulf Drug,6946.0,Saudi German Hospital Dubai,29,1,697,02eec020355d76e5579bdd5f288951b1
IV Bag,Al Maqam Medical Supplies LLC,12656.0,Thumbay Hospital Dubai,30,2,408,70fa736e7b4027ac27b46a9c4efd2d37
Salbutamol,Metromed,10268.0,NMC Royal Hospital Dubai,48,1,428,ea71048b6a1a1ef33699f18b519cf287
Metronidazole,City Pharmacy Co.,4410.0,Dubai Hospital,11,4,444,f39866b02f3c559c4c94f283799ead95
Ibuprofen,MPC Healthcare,745.0,Thumbay Hospital Dubai,16,2,390,f63e98111bdca6fef9c3d7ff02c4c49e
Lisinopril,AKI Pharma,10617.0,American Hospital Dubai,25,1,693,1549b3236d88aef839a3c9902d396b3a
Blood Pressure Monitor,Babirus LLC,548.0,NMC Royal Hospital Dubai,23,5,499,7f8c84e5fd6d8e59b40c9375ff3301f4
Metformin,AKI Pharma,10166.0,American Hospital Dubai,39,5,552,014f15554cc6bcff4643189f00ac9f49
Hydrochlorothiazide,Pharma Solutions,8192.0,Al Zahra Hospital Dubai,24,4,325,658cd69787ad77aaac52dfc3947e322f
Scalpel,Gulf Drug,3857.0,Mediclinic City Hospital Dubai,19,3,961,6d83fa66f8a2e9c756bf7c65b090e276
Syringe Set,Babirus LLC,20775.0,Dubai Hospital,33,3,730,79355439f1d7a3a258e27bd487d6ca2a
Blood Pressure Monitor,Babirus LLC,1028.0,Thumbay Hospital Dubai,12,3,294,00e3ea46151894da6190669eaef005d6
Ventilator,Al Maqam Medical Supplies LLC,2681.0,Mediclinic City Hospital Dubai,20,4,649,efab514bf2e2cd9cf7e63194dfc56ba1
