supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
IV Bag,Al Zahrawi Medical,14414.0,Dubai Hospital,44,5,439
Metronidazole,AKI Pharma,4865.0,Dubai Hospital,20,3,586
Ibuprofen,HealthPro Distributors UAE,900.0,American Hospital Dubai,37,3,210
Salbutamol,Al Naghi Medical,9531.0,American Hospital Dubai,50,4,303
Syringe Set,HealthPro Distributors UAE,22265.0,Saudi German Hospital Dubai,48,3,256
Doxycycline,Kiwi Medical Supplies,9304.0,NMC Royal Hospital Dubai,38,2,257
Disposable Gloves,Al Naghi Medical,8600.0,Thumbay Hospital Dubai,36,5,965
Aspirin,Pharma Solutions,8462.0,Dubai Hospital,32,3,742
ECG Machine,Al Maqam Medical Supplies LLC,330.0,Al Zahra Hospital Dubai,16,1,602
Pantoprazole,Al Zahrawi Medical,4455.0,NMC Royal Hospital Dubai,48,3,292
Syringe Set,Kiwi Medical Supplies,21804.0,Saudi German Hospital Dubai,23,4,965
Azithromycin,MPC Healthcare,10482.0,Saudi German Hospital Dubai,46,3,815
Surgical Masks,Al Naghi Medical,3682.0,NMC Royal Hospital Dubai,18,3,344
Stethoscope,Paramount Medical Equipment Trading LLC,6444.0,Saudi German Hospital Dubai,16,3,484
Azithromycin,Gulf Drug,12146.0,NMC Royal Hospital Dubai,23,2,726
Paracetamol,Paramount Medical Equipment Trading LLC,18608.0,Mediclinic City Hospital Dubai,46,5,795
Azithromycin,Paramount Medical Equipment Trading LLC,10577.0,NMC Royal Hospital Dubai,42,3,784
Ciprofloxacin,HealthPro Distributors UAE,7641.0,Emirates Hospital Dubai,29,3,199
Paracetamol,Paramount Medical Equipment Trading LLC,18004.0,NMC Royal Hospital Dubai,23,2,342
Lisinopril,Global Med UAE,11725.0,Saudi German Hospital Dubai,30,3,439
Hydrochlorothiazide,Planet Distribution,8899.0,Dubai Hospital,43,4,873
Wheelchair,Al Naghi Medical,1459.0,Emirates Hospital Dubai,16,3,547
Wheelchair,Paramount Medical Equipment Trading LLC,4646.0,Saudi German Hospital Dubai,30,3,817
Paracetamol,Gulf Drug,17004.0,American Hospital Dubai,19,1,143
Insulin Pen,AKI Pharma,6712.0,American Hospital Dubai,17,3,846
Simvastatin,HealthPro Distributors UAE,10507.0,Dubai Hospital,31,4,524
Ibuprofen,Paramount Medical Equipment Trading LLC,4978.0,Dubai Hospital,47,3,243
Losartan,Global Med UAE,3163.0,Emirates Hospital Dubai,28,3,116
Disposable Gloves,HealthPro Distributors UAE,9741.0,Mediclinic City Hospital Dubai,11,4,208
Oxygen Cylinder,Al Naghi Medical,1658.0,Dubai Hospital,35,2,567
Simvastatin,Babirus LLC,9816.0,American Hospital Dubai,13,3,122
Surgical Masks,City Pharmacy Co.,7420.0,NMC Royal Hospital Dubai,22,2,762
Prednisolone,Paramount Medical Equipment Trading LLC,4438.0,Saudi German Hospital Dubai,14,3,254
Surgical Scissors,Babirus LLC,2784.0,American Hospital Dubai,36,2,480
Losartan,Al Maqam Medical Supplies LLC,208.0,American Hospital Dubai,10,2,911
Fluconazole,Babirus LLC,8367.0,Mediclinic City Hospital Dubai,32,2,871
Scalpel,Paramount Medical Equipment Trading LLC,3739.0,Emirates Hospital Dubai,47,1,196
Losartan,Paramount Medical Equipment Trading LLC,1006.0,Emirates Hospital Dubai,50,1,219
Wheelchair,City Pharmacy Co.,3103.0,Thumbay Hospital Dubai,31,1,181
Hydrochlorothiazide,Pharma Solutions,9317.0,Mediclinic City Hospital Dubai,38,3,928
Hand Sanitizer,Global Med UAE,1440.0,NMC Royal Hospital Dubai,15,3,935
Blood Pressure Monitor,Al Zahrawi Medical,1652.0,Emirates Hospital Dubai,49,3,365
Atorvastatin,Gulf Drug,7601.0,Saudi German Hospital Dubai,35,1,477
Ventilator,AKI Pharma,1136.0,Dubai Hospital,21,2,879
ECG Machine,Metromed,4752.0,Mediclinic City Hospital Dubai,50,3,201
Defibrillator,Al Zahrawi Medical,4120.0,Dubai Hospital,18,2,598
Lisinopril,HealthPro Distributors UAE,7778.0,American Hospital Dubai,35,3,866
Aspirin,Al Maqam Medical Supplies LLC,8460.0,Saudi German Hospital Dubai,11,3,505
Paracetamol,Global Med UAE,16442.0,Saudi German Hospital Dubai,15,2,546
Atorvastatin,Pharma Solutions,6018.0,American Hospital Dubai,21,1,601
Metronidazole,City Pharmacy Co.,2545.0,Mediclinic City Hospital Dubai,43,2,300
Azithromycin,MPC Healthcare,12518.0,American Hospital Dubai,48,4,474
Fluconazole,Al Zahrawi Medical,8208.0,Dubai Hospital,18,1,105
Metformin,MPC Healthcare,12948.0,Thumbay Hospital Dubai,17,3,136
Levothyroxine,Global Med UAE,9952.0,Saudi German Hospital Dubai,47,3,475
Amoxicillin,MPC Healthcare,15785.0,Al Zahra Hospital Dubai,15,4,783
Amoxicillin,Al Naghi Medical,14192.0,Al Zahra Hospital Dubai,32,3,813
Oxygen Cylinder,Metromed,1497.0,Dubai Hospital,33,1,506
Hydrochlorothiazide,Global Med UAE,12252.0,NMC Royal Hospital Dubai,16,3,707
Blood Pressure Monitor,Pharma Solutions,1504.0,Emirates Hospital Dubai,27,3,482
Blood Pressure Monitor,City Pharmacy Co.,548.0,American Hospital Dubai,32,3,189
Prednisolone,MPC Healthcare,5136.0,American Hospital Dubai,31,3,514
Salbutamol,Global Med UAE,9015.0,NMC Royal Hospital Dubai,36,2,610
Stethoscope,Al Maqam Medical Supplies LLC,7525.0,NMC Royal Hospital Dubai,34,3,774
Scalpel,HealthPro Distributors UAE,969.0,Dubai Hospital,24,3,819
Surgical Scissors,Al Naghi Medical,2203.0,Dubai Hospital,12,1,238
Bandage Roll,HealthPro Distributors UAE,2267.0,NMC Royal Hospital Dubai,45,5,404
Prednisolone,HealthPro Distributors UAE,8118.0,Saudi German Hospital Dubai,40,5,236
Pantoprazole,Paramount Medical Equipment Trading LLC,4059.0,Dubai Hospital,44,5,195
Stethoscope,Paramount Medical Equipment Trading LLC,5933.0,Thumbay Hospital Dubai,26,3,385
Sterile Gauze,Paramount Medical Equipment Trading LLC,4823.0,Dubai Hospital,47,5,617
Atorvastatin,Global Med UAE,7562.0,American Hospital Dubai,39,2,617
Oxygen Cylinder,Paramount Medical Equipment Trading LLC,4063.0,Dubai Hospital,31,2,323
Metronidazole,Al Zahrawi Medical,1037.0,Saudi German Hospital Dubai,32,5,655
Sterile Gauze,Al Maqam Medical Supplies LLC,2979.0,NMC Royal Hospital Dubai,50,3,487
Losartan,Al Maqam Medical Supplies LLC,3602.0,American Hospital Dubai,32,4,120
Ventilator,Gulf Drug,4623.0,Dubai Hospital,10,4,369
Simvastatin,MPC Healthcare,7011.0,Saudi German Hospital Dubai,34,5,304
Hand Sanitizer,Al Naghi Medical,399.0,Thumbay Hospital Dubai,26,3,700
Paracetamol,MPC Healthcare,15993.0,Dubai Hospital,36,3,858
Disposable Gloves,Gulf Drug,6946.0,Saudi German Hospital Dubai,29,1,697
IV Bag,Al Maqam Medical Supplies LLC,12656.0,Thumbay Hospital Dubai,30,2,408
Salbutamol,Metromed,10268.0,NMC Royal Hospital Dubai,48,1,428
Metronidazole,City Pharmacy Co.,4410.0,Dubai Hospital,11,4,444
Ibuprofen,MPC Healthcare,745.0,Thumbay Hospital Dubai,16,2,390
Lisinopril,AKI Pharma,10617.0,American Hospital Dubai,25,1,693
Blood Pressure Monitor,Babirus LLC,548.0,NMC Royal Hospital Dubai,23,5,499
Metformin,AKI Pharma,10166.0,American Hospital Dubai,39,5,552
Hydrochlorothiazide,Pharma Solutions,8192.0,Al Zahra Hospital Dubai,24,4,325
Scalpel,Gulf Drug,3857.0,Mediclinic City Hospital Dubai,19,3,961
Syringe Set,Babirus LLC,20775.0,Dubai Hospital,33,3,730
Blood Pressure Monitor,Babirus LLC,1028.0,Thumbay Hospital Dubai,12,3,294
Ventilator,Al Maqam Medical Supplies LLC,2681.0,Mediclinic City Hospital Dubai,20,4,649
Surgical Masks,Al Maqam Medical Supplies LLC,5919.0,Mediclinic City Hospital Dubai,20,2,191
Ciprofloxacin,Planet Distribution,4697.0,Thumbay Hospital Dubai,24,2,903
Hand Sanitizer,Al Zahrawi Medical,3069.0,NMC Royal Hospital Dubai,41,3,999
Sterile Gauze,Paramount Medical Equipment Trading LLC,643.0,Dubai Hospital,29,3,335
Disposable Gloves,Global Med UAE,6529.0,Al Zahra Hospital Dubai,17,1,613
Blood Pressure Monitor,HealthPro Distributors UAE,3811.0,American Hospital Dubai,45,3,773
Prednisolone,Al Zahrawi Medical,7692.0,Saudi German Hospital Dubai,13,3,555
Pantoprazole,City Pharmacy Co.,2773.0,American Hospital Dubai,41,3,134
IV Bag,Kiwi Medical Supplies,12599.0,Saudi German Hospital Dubai,46,2,514
Hydrochlorothiazide,Planet Distribution,9255.0,American Hospital Dubai,49,3,306
Disposable Gloves,City Pharmacy Co.,8518.0,Thumbay Hospital Dubai,36,1,782
Insulin Pen,Planet Distribution,6191.0,Al Zahra Hospital Dubai,36,4,464
Ciprofloxacin,Gulf Drug,4401.0,Dubai Hospital,25,3,140
Aspirin,Metromed,9134.0,Saudi German Hospital Dubai,23,3,684
Simvastatin,Global Med UAE,7623.0,Dubai Hospital,23,5,169
Atorvastatin,HealthPro Distributors UAE,7668.0,Dubai Hospital,44,4,513
Thermometer,Global Med UAE,9244.0,Dubai Hospital,31,3,152
Drip Stand,City Pharmacy Co.,5560.0,Emirates Hospital Dubai,28,5,472
Losartan,MPC Healthcare,2413.0,NMC Royal Hospital Dubai,20,3,915
Salbutamol,Planet Distribution,8247.0,American Hospital Dubai,29,1,656
Ciprofloxacin,Kiwi Medical Supplies,5848.0,Dubai Hospital,14,4,980
Syringe Set,Planet Distribution,21909.0,American Hospital Dubai,19,2,238
IV Bag,AKI Pharma,10551.0,Dubai Hospital,45,2,897
Ventilator,Kiwi Medical Supplies,1462.0,Saudi German Hospital Dubai,12,4,692
Wheelchair,Pharma Solutions,3077.0,NMC Royal Hospital Dubai,39,2,359
Wheelchair,Al Zahrawi Medical,3187.0,NMC Royal Hospital Dubai,35,5,857
Disposable Gloves,Metromed,8836.0,Thumbay Hospital Dubai,21,4,635
Hand Sanitizer,Kiwi Medical Supplies,3488.0,Emirates Hospital Dubai,49,4,882
Ciprofloxacin,Pharma Solutions,6093.0,Thumbay Hospital Dubai,18,5,259
Azithromycin,Al Maqam Medical Supplies LLC,11108.0,Thumbay Hospital Dubai,31,3,948
Salbutamol,Al Naghi Medical,8804.0,Thumbay Hospital Dubai,36,5,138
Hydrochlorothiazide,Paramount Medical Equipment Trading LLC,11203.0,Thumbay Hospital Dubai,17,4,376
Levothyroxine,Paramount Medical Equipment Trading LLC,9970.0,Thumbay Hospital Dubai,21,3,840
Hand Sanitizer,Global Med UAE,2104.0,Al Zahra Hospital Dubai,23,2,744
Hand Sanitizer,Pharma Solutions,3085.0,NMC Royal Hospital Dubai,43,5,852
Ibuprofen,Al Naghi Medical,379.0,Thumbay Hospital Dubai,26,4,292
Ibuprofen,Kiwi Medical Supplies,1706.0,Dubai Hospital,14,2,992
Syringe Set,Al Naghi Medical,21923.0,NMC Royal Hospital Dubai,31,4,245
Bandage Roll,Gulf Drug,5152.0,NMC Royal Hospital Dubai,13,1,711
Salbutamol,Al Naghi Medical,6932.0,Mediclinic City Hospital Dubai,18,1,541
Surgical Scissors,Pharma Solutions,1739.0,Al Zahra Hospital Dubai,12,3,676
Simvastatin,Paramount Medical Equipment Trading LLC,7127.0,Thumbay Hospital Dubai,29,3,146
Thermometer,Paramount Medical Equipment Trading LLC,5786.0,American Hospital Dubai,30,2,334
Defibrillator,Planet Distribution,3482.0,Saudi German Hospital Dubai,48,3,449
Disposable Gloves,City Pharmacy Co.,5506.0,Emirates Hospital Dubai,42,3,223
Ibuprofen,AKI Pharma,2299.0,Dubai Hospital,12,1,689
Oxygen Cylinder,Global Med UAE,3968.0,American Hospital Dubai,12,1,462
Amoxicillin,Global Med UAE,16927.0,Al Zahra Hospital Dubai,21,4,441
Surgical Masks,AKI Pharma,3168.0,Saudi German Hospital Dubai,19,3,615
Thermometer,Pharma Solutions,7152.0,Al Zahra Hospital Dubai,43,3,276
Thermometer,Paramount Medical Equipment Trading LLC,5273.0,Dubai Hospital,35,4,311
Ibuprofen,Al Naghi Medical,95.0,NMC Royal Hospital Dubai,24,2,841
Syringe Set,AKI Pharma,21370.0,Saudi German Hospital Dubai,35,1,360
ECG Machine,City Pharmacy Co.,3043.0,NMC Royal Hospital Dubai,50,3,733
Insulin Pen,MPC Healthcare,5263.0,Dubai Hospital,33,3,127
Drip Stand,Al Zahrawi Medical,4175.0,American Hospital Dubai,10,5,569
Surgical Masks,MPC Healthcare,6143.0,Dubai Hospital,24,3,870
Defibrillator,Al Naghi Medical,311.0,American Hospital Dubai,10,3,633
Surgical Masks,Paramount Medical Equipment Trading LLC,6926.0,Saudi German Hospital Dubai,38,3,504
Aspirin,Al Zahrawi Medical,12722.0,Saudi German Hospital Dubai,25,2,306
Levothyroxine,City Pharmacy Co.,9917.0,Thumbay Hospital Dubai,41,3,105
Stethoscope,Gulf Drug,5141.0,Al Zahra Hospital Dubai,33,3,324
Wheelchair,Planet Distribution,1456.0,Thumbay Hospital Dubai,24,3,741
Ciprofloxacin,Paramount Medical Equipment Trading LLC,7428.0,Al Zahra Hospital Dubai,34,1,338
Aspirin,MPC Healthcare,10252.0,Thumbay Hospital Dubai,26,2,690
Salbutamol,City Pharmacy Co.,8093.0,NMC Royal Hospital Dubai,10,3,589
Aspirin,HealthPro Distributors UAE,8163.0,Saudi German Hospital Dubai,50,4,506
Insulin Pen,City Pharmacy Co.,6532.0,American Hospital Dubai,22,3,312
Omeprazole,City Pharmacy Co.,13917.0,Al Zahra Hospital Dubai,12,3,375
Surgical Masks,Global Med UAE,5708.0,Dubai Hospital,10,1,898
Prednisolone,City Pharmacy Co.,6876.0,Al Zahra Hospital Dubai,36,5,340
Levothyroxine,AKI Pharma,6351.0,American Hospital Dubai,40,3,817
Bandage Roll,Al Zahrawi Medical,5147.0,Thumbay Hospital Dubai,30,4,338
Prednisolone,Pharma Solutions,4221.0,Al Zahra Hospital Dubai,49,3,451
Insulin Pen,HealthPro Distributors UAE,4983.0,Emirates Hospital Dubai,39,3,568
Ciprofloxacin,City Pharmacy Co.,4666.0,NMC Royal Hospital Dubai,10,1,137
Atorvastatin,AKI Pharma,6879.0,Saudi German Hospital Dubai,27,2,324
Metformin,Kiwi Medical Supplies,14673.0,American Hospital Dubai,24,4,734
Stethoscope,Metromed,7510.0,Saudi German Hospital Dubai,22,2,554
IV Bag,Planet Distribution,14001.0,Emirates Hospital Dubai,10,3,721
Sterile Gauze,Pharma Solutions,2996.0,Al Zahra Hospital Dubai,23,2,659
Insulin Pen,Kiwi Medical Supplies,6456.0,Al Zahra Hospital Dubai,33,3,728
Pantoprazole,Al Naghi Medical,3624.0,Dubai Hospital,37,3,618
Bandage Roll,Babirus LLC,4282.0,Emirates Hospital Dubai,25,2,862
Paracetamol,Babirus LLC,19995.0,American Hospital Dubai,24,4,422
Prednisolone,Babirus LLC,4420.0,Dubai Hospital,33,3,435
IV Bag,Kiwi Medical Supplies,12158.0,NMC Royal Hospital Dubai,12,5,411
Ciprofloxacin,Gulf Drug,4925.0,Dubai Hospital,43,2,378
Doxycycline,Pharma Solutions,5341.0,Mediclinic City Hospital Dubai,39,3,927
Scalpel,Global Med UAE,464.0,American Hospital Dubai,13,2,408
Syringe Set,AKI Pharma,23794.0,Mediclinic City Hospital Dubai,24,3,911
Omeprazole,Paramount Medical Equipment Trading LLC,12050.0,Emirates Hospital Dubai,44,3,478
Simvastatin,Kiwi Medical Supplies,8431.0,Thumbay Hospital Dubai,21,3,639
Disposable Gloves,HealthPro Distributors UAE,5063.0,Mediclinic City Hospital Dubai,22,1,554
Omeprazole,Pharma Solutions,9606.0,NMC Royal Hospital Dubai,26,3,323
Sterile Gauze,Paramount Medical Equipment Trading LLC,901.0,Dubai Hospital,13,4,933
Scalpel,Al Maqam Medical Supplies LLC,3814.0,Thumbay Hospital Dubai,26,3,116
Ventilator,Global Med UAE,1692.0,Dubai Hospital,47,2,457
Omeprazole,Paramount Medical Equipment Trading LLC,10880.0,Mediclinic City Hospital Dubai,46,4,146
Metformin,Al Naghi Medical,10362.0,Dubai Hospital,33,1,137
IV Bag,HealthPro Distributors UAE,11249.0,Emirates Hospital Dubai,27,3,292
Prednisolone,Al Maqam Medical Supplies LLC,8387.0,Thumbay Hospital Dubai,14,4,966
Surgical Scissors,Pharma Solutions,1633.0,Emirates Hospital Dubai,42,4,976
Levothyroxine,Metromed,8253.0,Mediclinic City Hospital Dubai,50,4,779
ECG Machine,Paramount Medical Equipment Trading LLC,4897.0,Emirates Hospital Dubai,35,4,346
Levothyroxine,Metromed,6847.0,NMC Royal Hospital Dubai,30,3,925
Omeprazole,Paramount Medical Equipment Trading LLC,9390.0,Mediclinic City Hospital Dubai,12,2,819
Oxygen Cylinder,Pharma Solutions,3939.0,Mediclinic City Hospital Dubai,31,3,558
Surgical Scissors,Pharma Solutions,2906.0,Mediclinic City Hospital Dubai,29,2,533
Sterile Gauze,Al Zahrawi Medical,3695.0,American Hospital Dubai,17,3,210
Insulin Pen,Planet Distribution,3375.0,Dubai Hospital,26,3,769
Drip Stand,Paramount Medical Equipment Trading LLC,6216.0,American Hospital Dubai,11,4,343
Hand Sanitizer,City Pharmacy Co.,423.0,American Hospital Dubai,39,3,708
Simvastatin,Global Med UAE,8403.0,NMC Royal Hospital Dubai,47,2,295
Metformin,HealthPro Distributors UAE,13959.0,Thumbay Hospital Dubai,40,4,577
Defibrillator,Planet Distribution,4477.0,Dubai Hospital,34,1,697
Surgical Masks,Global Med UAE,5121.0,Emirates Hospital Dubai,17,4,474
Ciprofloxacin,HealthPro Distributors UAE,6919.0,Al Zahra Hospital Dubai,39,4,609
Surgical Masks,HealthPro Distributors UAE,6399.0,Mediclinic City Hospital Dubai,32,2,145
Metronidazole,Al Maqam Medical Supplies LLC,4091.0,Emirates Hospital Dubai,33,3,600
Defibrillator,Paramount Medical Equipment Trading LLC,1249.0,Mediclinic City Hospital Dubai,10,3,777
Levothyroxine,Kiwi Medical Supplies,9007.0,NMC Royal Hospital Dubai,41,3,868
Hand Sanitizer,MPC Healthcare,1373.0,Mediclinic City Hospital Dubai,13,3,289
Doxycycline,City Pharmacy Co.,8406.0,American Hospital Dubai,37,3,851
Paracetamol,City Pharmacy Co.,15123.0,Dubai Hospital,42,3,618
Losartan,Paramount Medical Equipment Trading LLC,3509.0,Al Zahra Hospital Dubai,41,5,639
Stethoscope,Gulf Drug,6642.0,Saudi German Hospital Dubai,43,5,167
Fluconazole,Al Naghi Medical,9510.0,Mediclinic City Hospital Dubai,20,3,783
Blood Pressure Monitor,HealthPro Distributors UAE,3638.0,Emirates Hospital Dubai,29,3,939
Lisinopril,Pharma Solutions,7868.0,American Hospital Dubai,47,4,640
Surgical Masks,MPC Healthcare,3518.0,Saudi German Hospital Dubai,10,3,580
Levothyroxine,City Pharmacy Co.,6037.0,Al Zahra Hospital Dubai,23,4,675
Aspirin,AKI Pharma,11282.0,Saudi German Hospital Dubai,12,3,269
ECG Machine,Al Zahrawi Medical,1565.0,American Hospital Dubai,24,3,912
Thermometer,Gulf Drug,9432.0,Dubai Hospital,31,3,264
Paracetamol,Planet Distribution,16159.0,Dubai Hospital,44,2,906
Paracetamol,Paramount Medical Equipment Trading LLC,16819.0,Thumbay Hospital Dubai,17,2,641
Salbutamol,Kiwi Medical Supplies,8927.0,Dubai Hospital,48,3,995
Surgical Scissors,Al Naghi Medical,5026.0,Thumbay Hospital Dubai,21,3,758
Drip Stand,Planet Distribution,6056.0,Saudi German Hospital Dubai,12,4,158
Defibrillator,Planet Distribution,427.0,NMC Royal Hospital Dubai,42,3,791
Omeprazole,AKI Pharma,9099.0,Emirates Hospital Dubai,41,3,419
IV Bag,HealthPro Distributors UAE,14561.0,Emirates Hospital Dubai,48,3,203
Atorvastatin,Planet Distribution,6660.0,Saudi German Hospital Dubai,50,3,823
Simvastatin,Planet Distribution,8596.0,Mediclinic City Hospital Dubai,43,3,545
Metronidazole,AKI Pharma,4982.0,Mediclinic City Hospital Dubai,49,3,245
Pantoprazole,Planet Distribution,3817.0,Dubai Hospital,33,4,618
Losartan,Babirus LLC,245.0,Emirates Hospital Dubai,38,4,740
Fluconazole,MPC Healthcare,8552.0,Emirates Hospital Dubai,24,3,536
Simvastatin,MPC Healthcare,7622.0,Thumbay Hospital Dubai,33,4,570
Sterile Gauze,HealthPro Distributors UAE,210.0,NMC Royal Hospital Dubai,12,3,447
Salbutamol,Pharma Solutions,7086.0,American Hospital Dubai,41,5,144
Disposable Gloves,Pharma Solutions,5643.0,Mediclinic City Hospital Dubai,35,2,566
Prednisolone,Gulf Drug,5289.0,Emirates Hospital Dubai,20,3,621
Omeprazole,City Pharmacy Co.,9244.0,Thumbay Hospital Dubai,21,2,327
Levothyroxine,Al Naghi Medical,9193.0,Al Zahra Hospital Dubai,15,3,639
Insulin Pen,Pharma Solutions,3316.0,Thumbay Hospital Dubai,14,5,488
Insulin Pen,HealthPro Distributors UAE,7259.0,Mediclinic City Hospital Dubai,37,2,301
Atorvastatin,Planet Distribution,5088.0,Mediclinic City Hospital Dubai,43,1,272
Bandage Roll,HealthPro Distributors UAE,3576.0,Thumbay Hospital Dubai,25,2,606
Pantoprazole,Pharma Solutions,1299.0,American Hospital Dubai,46,5,554
Bandage Roll,Al Naghi Medical,5071.0,Saudi German Hospital Dubai,32,4,606
Stethoscope,Kiwi Medical Supplies,7708.0,Mediclinic City Hospital Dubai,23,4,141
Syringe Set,Kiwi Medical Supplies,22377.0,Thumbay Hospital Dubai,32,1,746
Azithromycin,Al Naghi Medical,9010.0,Emirates Hospital Dubai,33,2,234
Prednisolone,Global Med UAE,5211.0,Thumbay Hospital Dubai,49,5,350
Hand Sanitizer,Gulf Drug,3647.0,NMC Royal Hospital Dubai,40,3,526
Lisinopril,MPC Healthcare,10959.0,Saudi German Hospital Dubai,27,3,460
Syringe Set,Gulf Drug,20504.0,Al Zahra Hospital Dubai,24,1,921
Omeprazole,Metromed,13617.0,American Hospital Dubai,45,5,760
Metformin,Pharma Solutions,11417.0,Dubai Hospital,12,4,282
Surgical Scissors,HealthPro Distributors UAE,1198.0,Al Zahra Hospital Dubai,41,1,471
Hand Sanitizer,City Pharmacy Co.,3365.0,Saudi German Hospital Dubai,19,5,919
Salbutamol,Pharma Solutions,7965.0,Saudi German Hospital Dubai,39,3,728
Bandage Roll,Planet Distribution,5028.0,Saudi German Hospital Dubai,15,4,368
Salbutamol,Gulf Drug,6803.0,Al Zahra Hospital Dubai,15,4,209
Losartan,Al Naghi Medical,649.0,Emirates Hospital Dubai,30,2,749
Pulse Oximeter,AKI Pharma,4288.0,Saudi German Hospital Dubai,49,3,791
Blood Pressure Monitor,Pharma Solutions,4154.0,Thumbay Hospital Dubai,37,3,766
Oxygen Cylinder,Metromed,522.0,Al Zahra Hospital Dubai,18,2,378
Ibuprofen,Kiwi Medical Supplies,2961.0,Dubai Hospital,27,3,903
Salbutamol,Al Naghi Medical,9173.0,Saudi German Hospital Dubai,25,3,238
Oxygen Cylinder,Al Maqam Medical Supplies LLC,4567.0,Thumbay Hospital Dubai,15,3,779
Pulse Oximeter,Metromed,3240.0,Emirates Hospital Dubai,15,1,415
Paracetamol,Kiwi Medical Supplies,19137.0,NMC Royal Hospital Dubai,24,5,874
Wheelchair,MPC Healthcare,3369.0,Emirates Hospital Dubai,27,2,345
Fluconazole,Al Naghi Medical,7817.0,Dubai Hospital,34,2,288
Losartan,Al Zahrawi Medical,2478.0,Saudi German Hospital Dubai,17,2,302
Surgical Masks,Planet Distribution,7503.0,Dubai Hospital,36,5,172
Paracetamol,AKI Pharma,15326.0,Al Zahra Hospital Dubai,20,3,244
Ciprofloxacin,Paramount Medical Equipment Trading LLC,4912.0,Mediclinic City Hospital Dubai,18,4,673
Hand Sanitizer,Al Maqam Medical Supplies LLC,4766.0,Saudi German Hospital Dubai,12,1,183
Hand Sanitizer,Kiwi Medical Supplies,2751.0,Mediclinic City Hospital Dubai,46,3,411
Ciprofloxacin,Al Zahrawi Medical,7870.0,Thumbay Hospital Dubai,12,3,493
Surgical Scissors,Paramount Medical Equipment Trading LLC,3712.0,NMC Royal Hospital Dubai,47,3,554
Syringe Set,Babirus LLC,21758.0,American Hospital Dubai,22,4,239
Lisinopril,Metromed,11677.0,Dubai Hospital,41,3,793
Metronidazole,Al Maqam Medical Supplies LLC,4346.0,Emirates Hospital Dubai,16,3,374
