supply_name,supplier_name,date_supplied,quantity_supplied,hospital_name
Paracetamol,"Cunningham, Yu and Smith",2025-03-11,3004,Whitneyfurt General Hospital
Lisinopril,"Hunt, Cohen and Little",2024-02-12,4725,Lake Keithfort General Hospital
Hydrochlorothiazide,"Solis, Clark and Lynch",2024-01-06,1399,South Dominiqueburgh General Hospital
Wheelchair,Gray PLC,2024-12-16,1209,South Dominiqueburgh General Hospital
Wheelchair,"Cunningham, Yu and Smith",2023-10-07,4396,Zacharyburgh General Hospital
Paracetamol,Adams Group,2025-01-18,2004,Port Annachester General Hospital
Insulin Pen,Berry-Baker,2023-10-29,4212,Allenshire General Hospital
Simvastatin,Mack LLC,2024-02-14,4007,South Dominiqueburgh General Hospital
Ibuprofen,"Cunningham, Yu and Smith",2023-05-12,4978,South Dominiqueburgh General Hospital
Losartan,"Hunt, Cohen and Little",2023-07-10,3163,Raymondhaven General Hospital
Disposable Gloves,Mack LLC,2023-11-21,4741,South Dominiqueburgh General Hospital
Oxygen Cylinder,Gray PLC,2024-10-25,1658,Whitneyfurt General Hospital
Simvastatin,Smith Ltd,2025-04-01,3316,Whitneyfurt General Hospital
Surgical Masks,"Thomas, Tyler and Smith",2023-11-29,4420,West Josefort General Hospital
Prednisolone,"Cunningham, Yu and Smith",2024-11-26,938,Lake Keithfort General Hospital
Surgical Scissors,Smith Ltd,2023-05-03,2684,New Timothy General Hospital
Losartan,"Sanchez, Smith and Graham",2023-06-03,208,Port Courtneytown General Hospital
Fluconazole,Smith Ltd,2023-06-14,3367,Lake Stephenshire General Hospital
Scalpel,"Cunningham, Yu and Smith",2023-12-18,3739,Lake Keithfort General Hospital
Losartan,"Cunningham, Yu and Smith",2024-03-26,1006,West Vincent General Hospital
Wheelchair,"Thomas, Tyler and Smith",2024-03-31,2853,Matthewfurt General Hospital
Hydrochlorothiazide,Peterson-Williams,2025-03-06,1817,Reynoldsberg General Hospital
Hand Sanitizer,"Hunt, Cohen and Little",2024-09-26,1440,Matthewfurt General Hospital
Blood Pressure Monitor,Rogers LLC,2023-06-16,1552,Christopherhaven General Hospital
Atorvastatin,Adams Group,2024-06-05,4601,Matthewfurt General Hospital
Ventilator,Berry-Baker,2025-01-27,136,Williamburgh General Hospital
ECG Machine,Johns Group,2023-06-25,4727,Lake Stephenshire General Hospital
Defibrillator,Rogers LLC,2023-12-29,4070,New Timothy General Hospital
Lisinopril,Mack LLC,2024-10-17,778,New Bryanstad General Hospital
Aspirin,"Sanchez, Smith and Graham",2024-09-21,460,Michaelmouth General Hospital
Paracetamol,"Hunt, Cohen and Little",2024-02-29,1442,East Williamtown General Hospital
Atorvastatin,Peterson-Williams,2024-06-07,3018,East Olivia General Hospital
Metronidazole,"Thomas, Tyler and Smith",2024-11-05,2545,Barnettstad General Hospital
Azithromycin,Garcia-Williams,2023-12-19,4518,Allenshire General Hospital
Fluconazole,Rogers LLC,2024-07-04,3208,Matthewfurt General Hospital
Metformin,Garcia-Williams,2025-02-18,2948,Meyerchester General Hospital
Levothyroxine,"Hunt, Cohen and Little",2025-02-06,4452,Whitneyfurt General Hospital
Amoxicillin,Garcia-Williams,2023-11-17,3785,Zacharyburgh General Hospital
Amoxicillin,Gray PLC,2024-07-04,2192,South Dominiqueburgh General Hospital
Oxygen Cylinder,Johns Group,2024-07-16,1497,New Mark General Hospital
Hydrochlorothiazide,"Hunt, Cohen and Little",2024-09-12,4752,West Josefort General Hospital
Blood Pressure Monitor,Peterson-Williams,2025-04-01,1404,Lake Stephenshire General Hospital
Blood Pressure Monitor,"Thomas, Tyler and Smith",2023-11-26,448,Matthewfurt General Hospital
Prednisolone,Garcia-Williams,2025-03-19,1636,Brownberg General Hospital
Salbutamol,"Hunt, Cohen and Little",2023-07-16,3015,Susanchester General Hospital
Stethoscope,"Sanchez, Smith and Graham",2024-05-24,4525,Port Courtneytown General Hospital
Scalpel,Mack LLC,2025-03-04,969,Port Rachel General Hospital
Surgical Scissors,Gray PLC,2024-05-21,2103,Lake Stephenshire General Hospital
Bandage Roll,Mack LLC,2024-05-13,2067,Andrewburgh General Hospital
Prednisolone,Mack LLC,2023-10-15,4618,Jeffreyshire General Hospital
Pantoprazole,"Cunningham, Yu and Smith",2024-05-24,4059,West Anne General Hospital
Stethoscope,"Cunningham, Yu and Smith",2024-02-11,2933,Port Aprilside General Hospital
Sterile Gauze,"Cunningham, Yu and Smith",2025-02-22,4823,West Anne General Hospital
Atorvastatin,"Hunt, Cohen and Little",2024-03-28,4562,Whitneyfurt General Hospital
Oxygen Cylinder,"Cunningham, Yu and Smith",2024-06-26,4063,Lake Keithfort General Hospital
Metronidazole,Rogers LLC,2024-12-21,1037,South Dominiqueburgh General Hospital
Sterile Gauze,"Sanchez, Smith and Graham",2024-11-24,2979,Lake Keithfort General Hospital
Losartan,"Sanchez, Smith and Graham",2025-01-31,3602,Lake Stephenshire General Hospital
Ventilator,Adams Group,2023-04-28,3623,Michaelmouth General Hospital
Simvastatin,Garcia-Williams,2024-08-19,511,Whitneyfurt General Hospital
Hand Sanitizer,Gray PLC,2024-10-19,399,Crosstown General Hospital
Paracetamol,Garcia-Williams,2024-11-10,993,Williamburgh General Hospital
Disposable Gloves,Adams Group,2023-10-18,1946,Brownberg General Hospital
IV Bag,"Sanchez, Smith and Graham",2024-10-14,2656,Port Courtneytown General Hospital
Salbutamol,Johns Group,2024-08-21,4268,Allenshire General Hospital
Metronidazole,"Thomas, Tyler and Smith",2025-02-13,4410,Lake Keithfort General Hospital
Ibuprofen,Garcia-Williams,2023-07-31,745,Lake Stephenshire General Hospital
Lisinopril,Berry-Baker,2023-04-26,3617,Reynoldsberg General Hospital
Blood Pressure Monitor,Smith Ltd,2025-02-24,448,New Timothy General Hospital
Metformin,Berry-Baker,2024-11-01,166,New Timothy General Hospital
Hydrochlorothiazide,Peterson-Williams,2023-11-08,692,Whitneyfurt General Hospital
Scalpel,Adams Group,2024-03-06,3857,Pittsmouth General Hospital
Syringe Set,Smith Ltd,2024-06-05,775,Port Courtneytown General Hospital
Blood Pressure Monitor,Smith Ltd,2024-08-23,928,Raymondhaven General Hospital
Ventilator,"Sanchez, Smith and Graham",2023-11-24,1681,Lake Keithfort General Hospital
Surgical Masks,"Sanchez, Smith and Graham",2024-12-05,2919,Matthewfurt General Hospital
Ciprofloxacin,"Solis, Clark and Lynch",2024-03-26,697,Port Annachester General Hospital
Hand Sanitizer,Rogers LLC,2023-10-18,3069,Meyerchester General Hospital
Sterile Gauze,"Cunningham, Yu and Smith",2023-09-19,643,Roytown General Hospital
Disposable Gloves,"Hunt, Cohen and Little",2025-03-20,1529,West Laurenview General Hospital
Blood Pressure Monitor,Mack LLC,2024-04-01,3711,Zacharyburgh General Hospital
Prednisolone,Rogers LLC,2024-04-05,4192,Brownberg General Hospital
Pantoprazole,"Thomas, Tyler and Smith",2023-12-27,2773,Petersonbury General Hospital
IV Bag,Rodriguez-Santana,2024-07-12,2599,Meyerchester General Hospital
Hydrochlorothiazide,"Solis, Clark and Lynch",2025-02-02,1755,Roytown General Hospital
Disposable Gloves,"Thomas, Tyler and Smith",2023-05-03,3518,Lake Stephenshire General Hospital
Insulin Pen,"Solis, Clark and Lynch",2024-10-14,3691,South Dominiqueburgh General Hospital
Ciprofloxacin,Adams Group,2024-01-13,401,New Timothy General Hospital
Aspirin,Johns Group,2023-11-09,1134,Williamburgh General Hospital
Simvastatin,"Hunt, Cohen and Little",2024-07-08,1123,Petersonbury General Hospital
Atorvastatin,Mack LLC,2024-11-16,4668,New Timothy General Hospital
Thermometer,"Hunt, Cohen and Little",2024-05-17,4244,Lake Stephenshire General Hospital
Drip Stand,"Thomas, Tyler and Smith",2024-03-28,4060,New Timothy General Hospital
Losartan,Garcia-Williams,2025-01-23,2413,Matthewfurt General Hospital
Salbutamol,"Solis, Clark and Lynch",2024-04-01,2247,Christopherhaven General Hospital
Ciprofloxacin,Rodriguez-Santana,2024-12-16,1848,New Loganmouth General Hospital
Syringe Set,"Solis, Clark and Lynch",2025-02-25,1909,Port Courtneytown General Hospital
IV Bag,Berry-Baker,2023-06-26,551,Meyerchester General Hospital
Ventilator,Rodriguez-Santana,2024-06-28,462,Williamburgh General Hospital
Wheelchair,Peterson-Williams,2024-10-25,2827,New Cynthia General Hospital
Wheelchair,Rogers LLC,2024-04-03,2937,Christopherhaven General Hospital
Disposable Gloves,Johns Group,2023-07-21,3836,Lake Stephenshire General Hospital
Hand Sanitizer,Rodriguez-Santana,2025-04-02,3488,Whitneyfurt General Hospital
Ciprofloxacin,Peterson-Williams,2023-06-06,2093,West Laurenview General Hospital
Azithromycin,"Sanchez, Smith and Graham",2024-05-05,3108,Port Courtneytown General Hospital
Salbutamol,Gray PLC,2023-07-29,2804,New Timothy General Hospital
Hydrochlorothiazide,"Cunningham, Yu and Smith",2024-02-22,3703,Reynoldsberg General Hospital
Levothyroxine,"Cunningham, Yu and Smith",2023-09-29,4470,Port Selena General Hospital
Hand Sanitizer,"Hunt, Cohen and Little",2024-04-20,2104,Port Courtneytown General Hospital
Hand Sanitizer,Peterson-Williams,2025-02-26,3085,Coopershire General Hospital
Ibuprofen,Gray PLC,2024-01-09,379,New Timothy General Hospital
Ibuprofen,Rodriguez-Santana,2024-12-13,1706,Lake Keithfort General Hospital
Syringe Set,Gray PLC,2025-01-13,1923,Barnettstad General Hospital
Bandage Roll,Adams Group,2025-04-05,4952,Zacharyburgh General Hospital
Salbutamol,Gray PLC,2023-06-03,932,East Victoria General Hospital
Surgical Scissors,Peterson-Williams,2023-08-02,1639,Port Aprilside General Hospital
Simvastatin,"Cunningham, Yu and Smith",2025-03-15,627,Andrewburgh General Hospital
Thermometer,"Cunningham, Yu and Smith",2024-08-17,786,Petersonbury General Hospital
Defibrillator,"Solis, Clark and Lynch",2024-03-26,3432,Port Courtneytown General Hospital
Disposable Gloves,"Thomas, Tyler and Smith",2025-03-13,506,Michaelmouth General Hospital
Ibuprofen,Berry-Baker,2023-11-18,2299,West Vincent General Hospital
Oxygen Cylinder,"Hunt, Cohen and Little",2023-06-04,3968,Lake Stephenshire General Hospital
Amoxicillin,"Hunt, Cohen and Little",2023-12-19,4927,Barnettstad General Hospital
Surgical Masks,Berry-Baker,2024-03-25,168,Meyerchester General Hospital
Thermometer,Peterson-Williams,2024-01-14,2152,Roytown General Hospital
Thermometer,"Cunningham, Yu and Smith",2024-12-12,273,North Dennisborough General Hospital
Ibuprofen,Gray PLC,2024-01-22,95,Andrewburgh General Hospital
Syringe Set,Berry-Baker,2023-11-12,1370,West Laurenview General Hospital
ECG Machine,"Thomas, Tyler and Smith",2023-06-17,3018,West Anne General Hospital
Insulin Pen,Garcia-Williams,2024-04-14,2763,Whitneyfurt General Hospital
Drip Stand,Rogers LLC,2023-10-28,2675,Pittsmouth General Hospital
Surgical Masks,Garcia-Williams,2024-07-13,3143,Allenshire General Hospital
Defibrillator,Gray PLC,2023-08-21,261,Matthewfurt General Hospital
Surgical Masks,"Cunningham, Yu and Smith",2025-01-11,3926,Allenshire General Hospital
Aspirin,Rogers LLC,2024-05-26,4722,Matthewfurt General Hospital
Levothyroxine,"Thomas, Tyler and Smith",2024-11-09,4417,Allenshire General Hospital
Stethoscope,Adams Group,2023-12-21,2141,Lake Keithfort General Hospital
Wheelchair,"Solis, Clark and Lynch",2024-04-23,1206,North Dennisborough General Hospital
Ciprofloxacin,"Cunningham, Yu and Smith",2025-03-11,3428,Petersonbury General Hospital
Aspirin,Garcia-Williams,2023-07-22,2252,Meyerchester General Hospital
Salbutamol,"Thomas, Tyler and Smith",2024-09-24,2093,Andrewburgh General Hospital
Aspirin,Mack LLC,2024-04-19,163,Meyerchester General Hospital
Insulin Pen,"Thomas, Tyler and Smith",2024-05-23,4032,Port Selena General Hospital
Omeprazole,"Thomas, Tyler and Smith",2024-01-19,4917,Whitneyfurt General Hospital
Surgical Masks,"Hunt, Cohen and Little",2024-08-18,2708,Lake Keithfort General Hospital
Prednisolone,"Thomas, Tyler and Smith",2024-02-01,3376,New Timothy General Hospital
Levothyroxine,Berry-Baker,2024-10-22,851,Whitneyfurt General Hospital
Bandage Roll,Rogers LLC,2024-07-14,4947,Michaelmouth General Hospital
Prednisolone,Peterson-Williams,2024-05-30,721,Whitneyfurt General Hospital
Insulin Pen,Mack LLC,2025-01-10,2483,Lake Keithfort General Hospital
Ciprofloxacin,"Thomas, Tyler and Smith",2024-03-05,666,Elizabethland General Hospital
Atorvastatin,Berry-Baker,2024-08-11,3879,Lake Keithfort General Hospital
Metformin,Rodriguez-Santana,2024-10-08,4673,Whitneyfurt General Hospital
Stethoscope,Johns Group,2025-02-07,4510,Allenshire General Hospital
IV Bag,"Solis, Clark and Lynch",2024-01-05,4001,Christopherhaven General Hospital
Sterile Gauze,Peterson-Williams,2024-02-09,2996,New Bryanstad General Hospital
Insulin Pen,Rodriguez-Santana,2024-03-14,3956,Whitneyfurt General Hospital
Pantoprazole,Gray PLC,2023-04-23,3624,Crosstown General Hospital
Bandage Roll,Smith Ltd,2023-11-06,4082,Lake Keithfort General Hospital
Paracetamol,Smith Ltd,2023-10-25,4995,Richardsonside General Hospital
Prednisolone,Smith Ltd,2023-09-18,920,South Dominiqueburgh General Hospital
IV Bag,Rodriguez-Santana,2023-08-23,2158,Lake Stephenshire General Hospital
Ciprofloxacin,Adams Group,2023-05-30,925,New Timothy General Hospital
Doxycycline,Peterson-Williams,2023-10-23,841,Lake Keithfort General Hospital
Scalpel,"Hunt, Cohen and Little",2023-11-21,464,Port Courtneytown General Hospital
Syringe Set,Berry-Baker,2025-01-22,3794,Williamburgh General Hospital
Omeprazole,"Cunningham, Yu and Smith",2024-12-21,3050,North Ryantown General Hospital
Simvastatin,Rodriguez-Santana,2025-02-02,1931,Lake Stephenshire General Hospital
Disposable Gloves,Mack LLC,2024-10-28,63,Lake Stephenshire General Hospital
Omeprazole,Peterson-Williams,2024-06-03,606,Whitneyfurt General Hospital
Sterile Gauze,"Cunningham, Yu and Smith",2025-01-15,901,Whitneyfurt General Hospital
Scalpel,"Sanchez, Smith and Graham",2024-03-11,3814,West Anne General Hospital
Ventilator,"Hunt, Cohen and Little",2024-09-29,692,Whitneyfurt General Hospital
Omeprazole,"Cunningham, Yu and Smith",2024-08-20,1880,Port Courtneytown General Hospital
Metformin,Gray PLC,2023-07-09,362,Walterstown General Hospital
IV Bag,Mack LLC,2024-02-11,1249,New Bryanstad General Hospital
Prednisolone,"Sanchez, Smith and Graham",2024-03-06,4887,Matthewfurt General Hospital
Surgical Scissors,Peterson-Williams,2023-12-02,1533,West Josefort General Hospital
Levothyroxine,Johns Group,2024-06-03,2753,Whitneyfurt General Hospital
ECG Machine,"Cunningham, Yu and Smith",2024-04-04,4872,Lake Stephenshire General Hospital
Levothyroxine,Johns Group,2023-11-16,1347,Williamburgh General Hospital
Omeprazole,"Cunningham, Yu and Smith",2024-03-19,390,Whitneyfurt General Hospital
Oxygen Cylinder,Peterson-Williams,2024-10-30,3939,Matthewfurt General Hospital
Surgical Scissors,Peterson-Williams,2023-12-13,2806,Matthewfurt General Hospital
Sterile Gauze,Rogers LLC,2024-09-02,3695,Matthewfurt General Hospital
Insulin Pen,"Solis, Clark and Lynch",2023-08-31,875,Lake Stephenshire General Hospital
Drip Stand,"Cunningham, Yu and Smith",2024-12-18,4716,Lake Keithfort General Hospital
Hand Sanitizer,"Thomas, Tyler and Smith",2024-08-23,423,Christopherhaven General Hospital
Simvastatin,"Hunt, Cohen and Little",2024-08-28,1903,West Laurenview General Hospital
Metformin,Mack LLC,2023-05-09,3959,Williamburgh General Hospital
Defibrillator,"Solis, Clark and Lynch",2023-10-16,4427,Jonesfurt General Hospital
Surgical Masks,"Hunt, Cohen and Little",2024-11-29,2121,Pittsmouth General Hospital
Ciprofloxacin,Mack LLC,2024-05-19,2919,Williamburgh General Hospital
Surgical Masks,Mack LLC,2025-04-20,3399,South Dominiqueburgh General Hospital
Metronidazole,"Sanchez, Smith and Graham",2024-09-10,4091,Allenshire General Hospital
Defibrillator,"Cunningham, Yu and Smith",2024-07-10,1199,Lake Keithfort General Hospital
Levothyroxine,Rodriguez-Santana,2024-12-29,3507,Brownberg General Hospital
Hand Sanitizer,Garcia-Williams,2024-06-03,1373,Crosstown General Hospital
Doxycycline,"Thomas, Tyler and Smith",2024-08-30,3906,East Williamtown General Hospital
Paracetamol,"Thomas, Tyler and Smith",2023-06-29,123,Lake Brianmouth General Hospital
Losartan,"Cunningham, Yu and Smith",2023-09-03,3509,West Josefort General Hospital
Stethoscope,Adams Group,2024-11-14,3642,New Timothy General Hospital
Fluconazole,Gray PLC,2023-09-24,4500,Williamburgh General Hospital
Blood Pressure Monitor,Mack LLC,2024-08-12,3438,Lake Brianmouth General Hospital
Lisinopril,Peterson-Williams,2024-07-17,868,Williamburgh General Hospital
Surgical Masks,Garcia-Williams,2025-02-10,518,Andrewburgh General Hospital
Levothyroxine,"Thomas, Tyler and Smith",2025-04-06,537,New Loganmouth General Hospital
Aspirin,Berry-Baker,2024-10-23,3282,Meyerchester General Hospital
ECG Machine,Rogers LLC,2023-08-05,1540,Barnettstad General Hospital
Thermometer,Adams Group,2024-05-26,4432,Port Courtneytown General Hospital
Paracetamol,"Solis, Clark and Lynch",2023-06-21,1159,Whitneyfurt General Hospital
Paracetamol,"Cunningham, Yu and Smith",2024-02-07,1819,Whitneyfurt General Hospital
Salbutamol,Rodriguez-Santana,2024-03-24,2927,Whitneyfurt General Hospital
Surgical Scissors,Gray PLC,2024-09-21,4926,Zacharyburgh General Hospital
Drip Stand,"Solis, Clark and Lynch",2024-03-24,4556,Lake Stephenshire General Hospital
Defibrillator,"Solis, Clark and Lynch",2024-05-11,377,Walterstown General Hospital
Omeprazole,Berry-Baker,2023-12-06,99,Lake Keithfort General Hospital
IV Bag,Mack LLC,2023-06-30,4561,Lake Keithfort General Hospital
Atorvastatin,"Solis, Clark and Lynch",2024-07-07,3660,Allenshire General Hospital
Simvastatin,"Solis, Clark and Lynch",2023-08-24,2096,Williamburgh General Hospital
Metronidazole,Berry-Baker,2024-11-06,4982,Matthewfurt General Hospital
Pantoprazole,"Solis, Clark and Lynch",2025-03-29,3817,South Dominiqueburgh General Hospital
Losartan,Smith Ltd,2025-01-13,245,Port Selena General Hospital
Fluconazole,Garcia-Williams,2024-05-14,3552,Lake Stephenshire General Hospital
Simvastatin,Garcia-Williams,2025-03-05,1122,Lake Keithfort General Hospital
Sterile Gauze,Mack LLC,2024-11-10,210,Richardsonside General Hospital
Salbutamol,Peterson-Williams,2024-09-01,1086,Christopherhaven General Hospital
Disposable Gloves,Peterson-Williams,2024-08-11,643,Richardsonside General Hospital
Prednisolone,Adams Group,2025-03-16,1789,Brownberg General Hospital
Omeprazole,"Thomas, Tyler and Smith",2024-06-25,244,New Timothy General Hospital
Levothyroxine,Gray PLC,2024-09-02,3693,West Laurenview General Hospital
Insulin Pen,Peterson-Williams,2023-10-12,816,Matthewfurt General Hospital
Insulin Pen,Mack LLC,2024-04-06,4759,New Timothy General Hospital
Atorvastatin,"Solis, Clark and Lynch",2025-03-06,2088,Richardsonside General Hospital
Bandage Roll,Mack LLC,2025-04-13,3376,Matthewfurt General Hospital
Pantoprazole,Peterson-Williams,2023-09-05,1299,Allenshire General Hospital
Bandage Roll,Gray PLC,2024-02-25,4871,Whitneyfurt General Hospital
Stethoscope,Rodriguez-Santana,2024-12-18,4708,Matthewfurt General Hospital
