id,keyword,location,text,target
479,cold,Germany,Loving this healthy lifestyle I've been following.,0
480,allergy,South Africa,Just finished a great workout at the gym Feeling energized,0
481,medication,USA,"Loving the new place I moved into, feels great!",0
482,medication,Australia,"Had a nice cup of coffee, time to start the day!",0
483,workout,Germany,Fitness goals achieved for the day!,0
484,cold,UK,Just finished a great workout at the gym Feeling energized,0
485,flu,South Africa,"I've just been diagnosed with flu, looking for support.",1
486,workout,Germany,Getting into the best shape of my life.,0
487,medication,South Africa,I absolutely love my fitness journey so far.,0
488,workout,Brazil,Getting into the best shape of my life.,0
489,asthma,India,"Just had an amazing run, feeling so fit.",0
490,diabetes,USA,Does anyone know good treatments for diabetes?,1
491,allergy,UK,"Fitness is a lifestyle, and I'm fully embracing it.",0
492,flu,France,"Doctor prescribed me new flu medication, hoping it helps.",1
493,flu,Australia,Anyone else suffering from flu lately?,1
494,headache,France,My headache symptoms are just unbearable.,1
495,workout,Germany,Getting into the best shape of my life.,0
496,diabetes,France,Anyone else suffering from diabetes lately?,1
497,workout,Brazil,Fitness goals achieved for the day!,0
498,medication,Australia,Feeling great after a relaxing yoga session.,0
499,cancer,Germany,"Doctor prescribed me new cancer medication, hoping it helps.",1
500,allergy,France,Getting into the best shape of my life.,0
501,flu,USA,Just got diagnosed with flu. Anyone have any advice?,1
502,cancer,UK,I can't believe I have cancer.,1
503,fitness,Germany,Having a rough time dealing with fitness.,1
504,diabetes,Canada,Just got diagnosed with diabetes. Anyone have any advice?,1
505,workout,UK,Fitness goals achieved for the day!,0
506,cancer,Germany,I've been feeling really sick with cancer all week. Anyone have any tips?,1
507,diabetes,Canada,"I've just been diagnosed with diabetes, looking for support.",1
508,cancer,UK,Having a rough time dealing with cancer.,1
509,allergy,UK,I absolutely love my fitness journey so far.,0
510,cancer,South Africa,"Doctor prescribed me new cancer medication, hoping it helps.",1
511,asthma,Australia,Just finished a great workout at the gym Feeling energized,0
512,cancer,Australia,Diagnosed with cancer and really don't know what to do.,1
513,headache,South Africa,Anyone else suffering from headache lately?,1
514,medication,Canada,"Just had an amazing run, feeling so fit.",0
515,cancer,Germany,"This cancer is getting worse each day, any suggestions?",1
516,cancer,Japan,Having a rough time dealing with cancer.,1
517,allergy,Japan,"Loving the new place I moved into, feels great!",0
518,diabetes,Japan,I can't believe I have diabetes.,1
519,cold,Australia,"Fitness is a lifestyle, and I'm fully embracing it.",0
520,flu,India,Finally got medication for my flu.,1
521,flu,South Africa,Diagnosed with flu and really don't know what to do.,1
522,asthma,Australia,I absolutely love my fitness journey so far.,0
523,fitness,Australia,Having a rough time dealing with fitness.,1
524,asthma,India,Fitness goals achieved for the day!,0
525,headache,Japan,Finally got medication for my headache.,1
526,medication,Canada,"Staying consistent with my workouts, it pays off.",0
527,workout,Australia,Feeling great after a relaxing yoga session.,0
528,diabetes,Japan,Just got diagnosed with diabetes. Anyone have any advice?,1
529,allergy,India,"Fitness is a lifestyle, and I'm fully embracing it.",0
530,flu,Canada,Anyone else suffering from flu lately?,1
531,fitness,Canada,"Doctor prescribed me new fitness medication, hoping it helps.",1
532,cold,UK,"Loving the new place I moved into, feels great!",0
533,allergy,Australia,Fitness goals achieved for the day!,0
534,asthma,UK,"Fitness is a lifestyle, and I'm fully embracing it.",0
535,allergy,USA,Just finished a great workout at the gym Feeling energized,0
536,fitness,Brazil,"Doctor prescribed me new fitness medication, hoping it helps.",1
537,fitness,South Africa,Finally got medication for my fitness.,1
538,cancer,Brazil,I've been feeling really sick with cancer all week. Anyone have any tips?,1
539,workout,India,"Fitness is a lifestyle, and I'm fully embracing it.",0
540,allergy,Brazil,Getting into the best shape of my life.,0
541,flu,India,Finally got medication for my flu.,1
542,headache,Brazil,Anyone else suffering from headache lately?,1
543,asthma,France,"Had a nice cup of coffee, time to start the day!",0
544,headache,UK,My headache symptoms are just unbearable.,1
545,flu,South Africa,I've been feeling really sick with flu all week. Anyone have any tips?,1
546,headache,Germany,Finally got medication for my headache.,1
547,workout,Germany,"Fitness is a lifestyle, and I'm fully embracing it.",0
548,headache,Germany,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
549,medication,France,"Just had an amazing run, feeling so fit.",0
550,allergy,UK,Feeling great after a relaxing yoga session.,0
551,cold,Germany,"Loving the new place I moved into, feels great!",0
552,cold,UK,Fitness goals achieved for the day!,0
553,cancer,India,Diagnosed with cancer and really don't know what to do.,1
554,headache,Canada,Does anyone know good treatments for headache?,1
555,cancer,France,Anyone else suffering from cancer lately?,1
556,allergy,Germany,"Had a nice cup of coffee, time to start the day!",0
557,cancer,Brazil,My cancer symptoms are just unbearable.,1
558,cancer,Japan,My cancer symptoms are just unbearable.,1
559,medication,France,"Staying consistent with my workouts, it pays off.",0
560,cold,UK,Loving this healthy lifestyle I've been following.,0
561,medication,Canada,Getting into the best shape of my life.,0
562,allergy,Germany,Loving this healthy lifestyle I've been following.,0
563,workout,UK,"Fitness is a lifestyle, and I'm fully embracing it.",0
564,fitness,Brazil,"Doctor prescribed me new fitness medication, hoping it helps.",1
565,cold,Japan,"Staying consistent with my workouts, it pays off.",0
566,fitness,South Africa,Diagnosed with fitness and really don't know what to do.,1
567,medication,South Africa,Fitness goals achieved for the day!,0
568,cold,Canada,This weather is perfect for a long run.,0
569,workout,Canada,Enjoying a relaxing day without any worries!,0
570,headache,Canada,My grandma just passed away from headache. RIP,1
571,fitness,Canada,Just got diagnosed with fitness. Anyone have any advice?,1
572,allergy,Canada,"I'm all about that gym life, workouts every day.",0
573,workout,UK,"I'm all about that gym life, workouts every day.",0
574,medication,Canada,Just finished a great workout at the gym Feeling energized,0
575,asthma,Germany,"Had a nice cup of coffee, time to start the day!",0
576,workout,Brazil,Getting into the best shape of my life.,0
577,cancer,Germany,Anyone else suffering from cancer lately?,1
578,medication,USA,I absolutely love my fitness journey so far.,0
579,workout,Brazil,Just finished a great workout at the gym Feeling energized,0
580,medication,Germany,Getting into the best shape of my life.,0
581,allergy,Brazil,Feeling great after a relaxing yoga session.,0
582,cancer,India,"Ugh, I've had a cancer all day. Anyone know any good remedies?",1
583,medication,Japan,"Had a nice cup of coffee, time to start the day!",0
584,diabetes,Canada,I can't believe I have diabetes.,1
585,asthma,Japan,Just finished a great workout at the gym Feeling energized,0
586,cold,Germany,Loving this healthy lifestyle I've been following.,0
587,allergy,Germany,This weather is perfect for a long run.,0
588,fitness,France,Just got diagnosed with fitness. Anyone have any advice?,1
589,medication,Canada,Fitness goals achieved for the day!,0
590,workout,Brazil,Getting into the best shape of my life.,0
591,workout,Canada,Feeling great after a relaxing yoga session.,0
592,cancer,India,Anyone else suffering from cancer lately?,1
593,cancer,India,I can't believe I have cancer.,1
594,asthma,South Africa,Loving this healthy lifestyle I've been following.,0
595,diabetes,UK,I can't believe I have diabetes.,1
596,flu,South Africa,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
597,diabetes,South Africa,Diagnosed with diabetes and really don't know what to do.,1
598,fitness,USA,"This fitness is getting worse each day, any suggestions?",1
599,asthma,Germany,Loving this healthy lifestyle I've been following.,0
600,fitness,South Africa,Finally got medication for my fitness.,1
601,diabetes,Brazil,My diabetes symptoms are just unbearable.,1
602,headache,South Africa,My headache symptoms are just unbearable.,1
603,allergy,Brazil,Getting into the best shape of my life.,0
604,asthma,India,"Had a nice cup of coffee, time to start the day!",0
605,diabetes,Brazil,My diabetes symptoms are just unbearable.,1
606,cold,USA,"Loving the new place I moved into, feels great!",0
607,medication,Australia,Getting into the best shape of my life.,0
608,asthma,Germany,"Fitness is a lifestyle, and I'm fully embracing it.",0
609,workout,USA,This weather is perfect for a long run.,0
610,cancer,UK,My cancer symptoms are just unbearable.,1
611,diabetes,UK,"Doctor prescribed me new diabetes medication, hoping it helps.",1
612,flu,France,Having a rough time dealing with flu.,1
613,cancer,Germany,My grandma just passed away from cancer. RIP,1
614,diabetes,France,I've been feeling really sick with diabetes all week. Anyone have any tips?,1
615,medication,USA,"I'm all about that gym life, workouts every day.",0
616,cold,USA,This weather is perfect for a long run.,0
617,flu,Brazil,I can't believe I have flu.,1
618,allergy,Canada,"Loving the new place I moved into, feels great!",0
619,cold,Brazil,Loving this healthy lifestyle I've been following.,0
620,cold,Canada,Loving this healthy lifestyle I've been following.,0
621,fitness,Germany,Does anyone know good treatments for fitness?,1
622,cancer,Brazil,I've been feeling really sick with cancer all week. Anyone have any tips?,1
623,headache,India,Does anyone know good treatments for headache?,1
624,asthma,Australia,Fitness goals achieved for the day!,0
625,flu,USA,My grandma just passed away from flu. RIP,1
626,medication,Brazil,Just finished a great workout at the gym Feeling energized,0
627,flu,UK,"This flu is getting worse each day, any suggestions?",1
628,diabetes,Brazil,Just got diagnosed with diabetes. Anyone have any advice?,1
629,workout,Japan,"Staying consistent with my workouts, it pays off.",0
630,fitness,Australia,Having a rough time dealing with fitness.,1
631,workout,USA,"Had a nice cup of coffee, time to start the day!",0
632,medication,South Africa,I absolutely love my fitness journey so far.,0
633,headache,Australia,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
634,cold,UK,Enjoying a relaxing day without any worries!,0
635,medication,Australia,"Loving the new place I moved into, feels great!",0
636,medication,UK,Getting into the best shape of my life.,0
637,workout,France,Getting into the best shape of my life.,0
638,cold,UK,"Had a nice cup of coffee, time to start the day!",0
639,fitness,India,Finally got medication for my fitness.,1
640,fitness,UK,Does anyone know good treatments for fitness?,1
641,cold,Germany,Enjoying a relaxing day without any worries!,0
642,fitness,France,"This fitness is getting worse each day, any suggestions?",1
643,workout,Canada,"Just had an amazing run, feeling so fit.",0
644,medication,France,Enjoying a relaxing day without any worries!,0
645,fitness,Australia,Just got diagnosed with fitness. Anyone have any advice?,1
646,allergy,India,Enjoying a relaxing day without any worries!,0
647,fitness,India,Anyone else suffering from fitness lately?,1
648,headache,USA,"This headache is getting worse each day, any suggestions?",1
649,workout,Brazil,Feeling great after a relaxing yoga session.,0
